image_file,condition,occlusion,distractor,non_target,target_shape,target_color,target_texture,target_location,speaker_answer,speaker_thought_summary
exp2_001.jpeg,cond2,absent,present,2,"triangle, triangular",black,stripe,"3,3",The target is the vertically striped triangle in the bottom right corner.,
exp2_002.jpeg,cond4,present,present,4,square,blue,checker,"3,2","The target is the checkerboard pattern, outlined in blue.",
exp2_003.jpeg,cond3,present,absent,4,"circle, circular",red,"wavy, zigzag","1,3","The object you are looking for is a gray circle with wavy lines inside, outlined in red. It is located to the left of a red curtain with a white question mark on it.",
exp2_004.jpeg,cond1,absent,absent,3,square,blue,checker,"3,3",The target is the square with a checkerboard pattern.,
exp2_005.jpeg,cond2,absent,present,3,square,blue,"wavy, zigzag","2,3",The target is the square with a blue outline and a wavy pattern inside.,
exp2_006.jpeg,cond2,absent,present,4,"circle, circular",black,checker,"2,1","The object I'm referring to is a black-outlined circle with a checkerboard pattern inside, where the squares are grey and white.",
exp2_007.jpeg,cond4,present,present,3,"circle, circular",red,stripe,"1,3",The target is the striped circle that is outlined in red.,
exp2_008.jpeg,cond1,absent,absent,4,"triangle, triangular",blue,stripe,"3,1",The target is the blue triangle with vertical stripes.,
exp2_009.jpeg,cond4,present,present,2,"circle, circular",red,"wavy, zigzag","1,1",The target is the circle in the top left cell. It has a red outline and is filled with wavy gray lines.,
exp2_010.jpeg,cond3,present,absent,3,square,red,stripe,"3,2","The target is the square with vertical grey stripes on a white background, which is outlined by a solid red line and then by a dashed red line.",
exp2_011.jpeg,cond4,present,present,2,square,black,"wavy, zigzag","1,3","The object in the bottom left, the one with the wavy pattern.",
exp2_012.jpeg,cond1,absent,absent,4,"triangle, triangular",black,"wavy, zigzag","2,3",The object I'm referring to is a black triangle with a wavy grey and white pattern inside.,
exp2_013.jpeg,cond2,absent,present,2,square,red,dot,"3,2",The target is the square with the black border filled with a checkerboard pattern.,
exp2_014.jpeg,cond2,absent,present,4,star,red,checker,"3,2",The target object is a red star with a checkered pattern inside it.,
exp2_015.jpeg,cond4,present,present,2,"triangle, triangular",green,dot,"3,2",The target is a green-outlined triangle filled with gray dots.,
exp2_016.jpeg,cond1,absent,absent,2,square,green,dot,"2,3",The target is the square with the solid green border.,
exp2_017.jpeg,cond3,present,absent,4,star,green,stripe,"2,3",The target is the green star with vertical stripes.,
exp2_018.jpeg,cond3,present,absent,3,star,blue,dot,"1,1","The object is a star, outlined in blue, with a white interior filled with small gray dots.",
exp2_019.jpeg,cond4,present,present,3,"triangle, triangular",red,dot,"2,1","The object is a red-bordered triangle with a gray background filled with small, evenly spaced dots.",
exp2_020.jpeg,cond4,present,present,3,"triangle, triangular",black,dot,"1,1","The target is a triangle with a dotted pattern inside, in the top row.",
exp2_021.jpeg,cond1,absent,absent,3,"triangle, triangular",red,stripe,"1,2",The triangle with red edges and vertical stripes is the target.,
exp2_022.jpeg,cond1,absent,absent,4,square,black,stripe,"3,1",The target is the square in the top right corner. It has black vertical stripes and a black outline.,
exp2_023.jpeg,cond2,absent,present,4,"circle, circular",green,dot,"3,2",The object is a green circle filled with small gray dots.,
