image_file,condition,occlusion,distractor,non_target,target_shape,target_color,target_texture,target_location,speaker_answer,speaker_thought
exp2_001.jpeg,cond2,absent,present,2,"triangle, triangular",black,stripe,"3,3",Pick the triangle with vertical stripes.,none
exp2_002.jpeg,cond4,present,present,4,square,blue,checker,"3,2",Pick the gray-and-white checkerboard pattern.,none
exp2_003.jpeg,cond3,present,absent,4,"circle, circular",red,"wavy, zigzag","1,3",Pick the grey circle with the wavy pattern and a red outline.,none
exp2_004.jpeg,cond1,absent,absent,3,square,blue,checker,"3,3",Select the gray-and-white checkerboard square with a solid blue outline.,none
exp2_005.jpeg,cond2,absent,present,3,square,blue,"wavy, zigzag","2,3",Pick the grey square with the wavy pattern and the blue outline.,none
exp2_006.jpeg,cond2,absent,present,4,"circle, circular",black,checker,"2,1",Pick the gray checkered circle with the plain black outline.,none
exp2_007.jpeg,cond4,present,present,3,"circle, circular",red,stripe,"1,3",Pick the striped circle outlined in red (not blue).,none
exp2_008.jpeg,cond1,absent,absent,4,"triangle, triangular",blue,stripe,"3,1",Pick the only blue triangle with vertical stripes.,none
exp2_009.jpeg,cond4,present,present,2,"circle, circular",red,"wavy, zigzag","1,1",Pick the circle filled with gray wavy lines and outlined in red.,none
exp2_010.jpeg,cond3,present,absent,3,square,red,stripe,"3,2",Pick the square with gray vertical stripes inside a red border.,none
exp2_011.jpeg,cond4,present,present,2,square,black,"wavy, zigzag","1,3","Pick the gray square with the wavy lines, not the one with straight vertical stripes.",none
exp2_012.jpeg,cond1,absent,absent,4,"triangle, triangular",black,"wavy, zigzag","2,3",Pick the wavy-patterned triangle.,none
exp2_013.jpeg,cond2,absent,present,2,square,red,dot,"3,2",Pick the square with the gray polka‑dot pattern and a thin red border.,none
exp2_014.jpeg,cond2,absent,present,4,star,red,checker,"3,2",Pick the red-outlined star with a checkerboard pattern inside.,none
exp2_015.jpeg,cond4,present,present,2,"triangle, triangular",green,dot,"3,2",Pick the green triangle with the gray polka dots inside.,none
exp2_016.jpeg,cond1,absent,absent,2,square,green,dot,"2,3",Pick the square with the gray polka‑dot pattern and a green border (not the polka‑dot circle).,none
exp2_017.jpeg,cond3,present,absent,4,star,green,stripe,"2,3",Pick the green star outline with vertical gray stripes inside.,none
exp2_018.jpeg,cond3,present,absent,3,star,blue,dot,"1,1",Pick the polka‑dotted star shape with a blue outline.,none
