image_file,condition,occlusion,distractor,non_target,target_shape,target_color,target_texture,target_location,speaker_answer,speaker_thought
exp2_001.jpeg,cond2,absent,present,2,"triangle, triangular",black,stripe,"3,3","Select the **triangle** with a **thick black outline** whose interior is filled with **straight vertical gray stripes** (not the triangle with wavy lines, and not the star).","**Describing the target object**

I need to describe the target object, which is a triangle featuring vertical stripes and thick black outlines. I want to make sure I emphasize the pattern of the stripes, distinguishing it from other objects like the wavy triangle and the wavy star. So I will clearly state that it’s a triangle with vertical stripes, specifically noting that it is not wavy in appearance. This should capture the key aspects without any spatial references."
exp2_002.jpeg,cond4,present,present,4,square,blue,checker,"3,2",Select the tile showing a gray-and-white checkerboard pattern (like a chessboard) inside a thick blue square frame.,"**Describing the checkerboard**

I need to refer to a target object, which is a checkerboard with grey and white squares surrounded by a blue border. I want to describe it without focusing on its spatial layout. I'll mention the distinctive checkered pattern created by the blue frame, ensuring it stands out as unique. This approach should help convey the essence of the object without getting too detailed about its positioning. Let's see how I can express this!"
exp2_003.jpeg,cond3,present,absent,4,"circle, circular",red,"wavy, zigzag","1,3",Select the **round circle/emblem** with a **thick red outline** and a **gray interior filled with repeating white wavy lines** (like a ripple pattern).,"**Creating a description**

I need to provide a clear description of the target object, which is outlined in a dashed red box. It seems to be located in the lower left cell and is a circular badge featuring a red ring and a wavy gray pattern in its fill. I want to make sure I convey that without referencing its spatial position. Crafting a concise and accurate description is key here. Let’s keep it straightforward!"
exp2_004.jpeg,cond1,absent,absent,3,square,blue,checker,"3,3","Select the object that looks like a **checkerboard/grid of alternating light and dark squares**, surrounded by a **thick blue square border**.","**Generating description for target**

I'm focusing on the reference description for the target in the dashed red box. It’s a square that features a blue border and a 5x5 black and white checkerboard pattern. The square itself has a grey/white appearance. I should ensure that the description stays clear and avoids any spatial references like ""bottom right."" Instead, I'll just mention that it's a checkerboard square framed by blue, sticking to a straightforward and accessible description."
exp2_005.jpeg,cond2,absent,present,3,square,blue,"wavy, zigzag","2,3",Select the **square with a thick blue border** that’s filled with **repeating horizontal wavy stripes** (gray and white waves).,"**Describing an object**

I need to create a descriptive reference for the bottom middle cell, which shows a blue-framed square. It has a wavy gray and white pattern inside. I should stay away from spatial terms. So, I’ll focus on the object itself: it’s a square with a thick blue border and filled with alternating wavy horizontal lines in gray and white. My goal is to keep the description concise and unique!"
exp2_006.jpeg,cond2,absent,present,4,"circle, circular",black,checker,"2,1",Select the **circle with a thick black outline** that’s **filled with a gray-and-white checkerboard pattern** (not the red-outlined wavy circle).,"**Describing target features**

I need to create a clear description for the target in the dashed red box. It's represented by a black-outlined circle filled with a grey checkerboard pattern. I should focus on these unique attributes while avoiding spatial references like ""top middle"" or mentioning the red outlined wavy circle. I think using these distinct characteristics will help in identifying the target without being ambiguous or overly complicated. Let's make sure it's straightforward and precise!"
exp2_007.jpeg,cond4,present,present,3,"circle, circular",red,stripe,"1,3",Select the circle with the **red outline** that contains **vertical gray stripes** (like a barred pattern) inside.,"**Describing target object**

I need to describe a target object within a dashed box. It's located in the lower left cell, featuring a circular icon with a red outline and gray vertical bars inside. There's also another circle with a blue outline in the lower right. I want to keep it non-spatial while emphasizing the red-bordered striped circle. I guess I’ll provide reference instructions too. Alright, let’s make sure everything is clear!"
exp2_008.jpeg,cond1,absent,absent,4,"triangle, triangular",blue,stripe,"3,1",Select the **triangle** with a **thick blue outline** and **vertical gray stripes inside** (no wavy pattern).,"**Providing descriptive details**

I need to create a referential description for a target that’s in a dashed red box. It's a triangle outlined in blue, filled with vertical gray stripes on the inside, and it has a plain background. When describing it, I want to focus on the unique shape and what makes it stand out, rather than its spatial location. I’ll make sure to clearly convey the characteristics in a way that's easy to understand!"
exp2_009.jpeg,cond4,present,present,2,"circle, circular",red,"wavy, zigzag","1,1",Select the circle with a **red outline** that’s filled with **gray-and-white wavy (ripple) stripes**.,"**Describing the target object**

I need to describe the target object without using spatial terms. There's a circle with a red border and a wavy gray/white pattern inside, located at the top-left and shown in dashed red, and another circle in the bottom-right that has a dotted black border. Additionally, there are two hidden curtains. I should focus on uniquely referring to the red-outlined circle with the wavy or zigzag pattern. Let’s craft clear instructions for that!"
exp2_010.jpeg,cond3,present,absent,3,square,red,stripe,"3,2",Select the **square tile with evenly spaced vertical gray stripes** (like a barcode pattern) **inside a reddish border**.,"**Describing the target pattern**

I need to create a descriptive reference for the target. It's a square pattern that features vertical gray stripes set within a red border. I want to ensure that the description remains independent of its position. So, I should clearly highlight that it's a square with those specific vertical gray and white stripes, along with the surrounding red frame. This way, anyone can identify it easily!"
exp2_011.jpeg,cond4,present,present,2,square,black,"wavy, zigzag","1,3","Select the square tile with a gray background filled with repeating white wavy (zigzag/sine-like) horizontal lines, outlined by a dark border.","**Describing the target tile**

I need to describe a target object, which is a dashed red box in the bottom left cell. It’s a square tile with a grey background, featuring white wavy horizontal lines and a thick dark border. I want to keep it concise, avoiding any absolute location reference. It's the only visible wavy pattern, while vertical grey stripes appear in a green frame nearby, along with two unknown curtains. Overall, I’ll sum it up as a square with grey and white sinusoidal waves."
exp2_012.jpeg,cond1,absent,absent,4,"triangle, triangular",black,"wavy, zigzag","2,3",Select the upright triangle with a thick black outline that’s filled with light gray wavy (zigzag) horizontal stripes.,"**Describing a target object**

I need to describe this target object carefully. It's a triangle with a black outline, and it's filled with wavy horizontal grey lines. I won't focus on its spatial qualities. I want to make sure to use unique descriptors that set it apart from a star or other shapes. Also, I should note that there are circles on the object, either dotted or striped, adding some interesting details."
exp2_013.jpeg,cond2,absent,present,2,square,red,dot,"3,2","Select the **square tile filled with many small gray polka dots**, with a **thick red border** around it (not the checkered patterns).","**Describing target items**

I need to describe a square with grey polka dots and a red border, but I shouldn’t mention the location. I also have another item: a circle with a checkered red outline, and a square featuring a black outline with a checkered pattern. I’m focusing on providing clear and distinguishing descriptions for each item. It’s important to convey their unique features without getting too caught up in details. Let's get started!"
exp2_014.jpeg,cond2,absent,present,4,star,red,checker,"3,2",Select the **five-point star with a red outline** whose interior is a **gray-and-white checkerboard pattern**.,"**Describing a target shape**

I need to create a clear description for a target: it's a star with a red outline and a checkered fill. The star should have this red border, and inside, it's filled with a gray and white checkerboard pattern. I want to make sure to keep it straightforward and avoid specifying any positions. Being succinct is key, so I’ll focus on conveying the visual elements without unnecessary detail!"
exp2_015.jpeg,cond4,present,present,2,"triangle, triangular",green,dot,"3,2",Select the triangle with a bright green outline and a light gray interior filled with small dark polka dots (not the blue-outlined triangle with the checkerboard pattern).,"**Clarifying target description**

I need a clear description of a grid. It seems like there are two curtains at the top left and right, and the target is in the middle right cell. This target is a green-bordered triangle filled with grey polka dots. There's also another triangle below it that I should avoid mentioning, as it's a blue outline with a checkerboard pattern. I'm focusing on providing a precise, non-spatial description without using terms like ""top-right."""
exp2_016.jpeg,cond1,absent,absent,2,square,green,dot,"2,3",Select the **square** (not a circle) that has a **green border** and is filled with a **gray polka‑dot pattern**.,"**Creating grid description**

I need a referential description of a 3x3 grid. The target cell is the bottom middle one, which displays a square with a green border and a light gray background featuring dark gray polka dots. There are also other objects, like a circle with a blue border that has wavy lines, and another circle with a red border covered in polka dots. I'll be sure to mention the shapes clearly!"
exp2_017.jpeg,cond3,present,absent,4,star,green,stripe,"2,3",Select the **five-point star** with a **bright green outline** and a **vertically gray-striped interior**.,"**Describing target object**

I need to describe the target object, which is a green outlined star featuring a striped interior. I’ll focus on its unique features, like the green five-point star outline and the vertical gray stripes inside. It's important to keep the description concise without being too spatial. I want to ensure it's clear and straightforward, emphasizing what makes this star distinctive while avoiding unnecessary details."
exp2_018.jpeg,cond3,present,absent,3,star,blue,dot,"1,1","Select the five-point star icon: a blue-outlined star with a light gray, polka-dotted interior.","**Describing an icon**

I need to create a description for a star icon that has a blue outline and features a five-point design. Inside the star, there are grey dots against a white background. I want to make sure to provide a clear and concise instruction without going into spatial details, focusing purely on the shape and the pattern in this description. Getting these details right is important for clarity!"
