image_file,condition,occlusion,distractor,non_target,target_shape,target_color,target_texture,target_location,speaker_answer,speaker_thought
exp2_001.jpeg,cond2,absent,present,2,"triangle, triangular",black,stripe,"3,3","Select the **upright triangle** that has **vertical gray stripes inside** (not the triangle with wavy lines, and not the star).","**Gathering shape descriptions**

I'm focusing on a target description for a triangle with vertical stripes filling. I also need to consider other shapes, like a triangle with a wavy fill and a star with a wavy finish. Additionally, I’ll need to include details about empty cells. It's important to mention specifically the triangle and its vertical stripes while keeping in mind that spatial details don't need to be included. Let’s make sure all of that is clear!"
exp2_002.jpeg,cond4,present,present,4,square,blue,checker,"3,2","Select the square tile that looks like a gray-and-white checkerboard (alternating squares), outlined with a thick blue border.","**Describing the target object**

I need to describe a target object that has a checkerboard square pattern set within a blue border. I can’t use any spatial descriptions, but I’ll mention that the pattern features gray and white squares and is surrounded by a blue frame. There are also other visible elements like a star and a wavy green-patterned border, as well as some curtains nearby. I should provide this reference as game instructions for my partner to select correctly."
exp2_003.jpeg,cond3,present,absent,4,"circle, circular",red,"wavy, zigzag","1,3","Select the **round circle/disc with a reddish outer ring**, filled with **gray-and-white wavy (zigzag) stripes** inside.","**Describing target features**

I need to provide a clear description of the target without using spatial language. It’s a circle with a red outline and gray wavy stripes inside. I must avoid mentioning anything like a star or a curtain. Essentially, I'm focusing on the properties: it’s a circular object with a distinct red rim and a unique gray/white wavy pattern filling. This way, I can ensure clarity in identifying it."
exp2_004.jpeg,cond1,absent,absent,3,square,blue,checker,"3,3",Select the **square with a blue outline** that has a **gray-and-white checkerboard pattern** inside (like a chessboard).,"**Describing the target object**

I need to describe a target object without using spatial terms. It's a checkered square tile featuring a blue border. I should also provide a reference to the game instructions for context. This approach will help clarify the object's purpose without confusing details. It's intriguing how these little specifications can make a big difference in understanding the object within the game's framework! Let me ensure I communicate this effectively."
exp2_005.jpeg,cond2,absent,present,3,square,blue,"wavy, zigzag","2,3",Select the **square with a thick blue border** that’s filled with **gray-and-white wavy (zigzag) horizontal stripes**.,"**Describing target objects**

I need to refer to the target object that’s in the dashed red box. It appears to be located in the bottom middle, but I can’t use spatial descriptions. There are four visible objects: a blue triangle with a checkered fill, a red square with a checkered fill, a blue star featuring vertical stripes, and a blue square with a wavy gray/white pattern. The target is a blue-bordered square with wavy horizontal lines inside — now, how can I describe that best?"
exp2_006.jpeg,cond2,absent,present,4,"circle, circular",black,checker,"2,1",Select the **circle with a thick black outline** that’s filled with a **gray-and-white checkerboard** pattern (not the red-outlined wavy circle).,"**Describing the target object**

I need to focus on describing the target object, which is a black-outlined circle filled with a gray checkerboard pattern. Instead of giving an exact location, I’ll provide a reference to it being in the top middle. I should also mention other shapes nearby, like a triangle with a red border and checkerboard pattern, a blue-bordered square with polka dots, a blue-bordered star with a checkerboard pattern, and a circle with a red wavy border."
exp2_007.jpeg,cond4,present,present,3,"circle, circular",red,stripe,"1,3",Select the circle with **vertical gray stripes** inside and a **red outer ring** (not the similar one with a blue ring).,"**Describing the target object**

I need to refer to the target object, which is in the dashed red box. In the bottom-left cell, there's a circular icon with a red outline and vertical gray stripes inside. There's also another circle with a blue outline in the bottom-right. I see two unknown curtains in the middle row, one on each side. For a non-spatial description, I'll use ""red-outlined striped circle"" to identify that specific icon."
exp2_008.jpeg,cond1,absent,absent,4,"triangle, triangular",blue,stripe,"3,1","Select the **upright triangle with a thick blue outline**, filled with **vertical gray stripes** (not the wavy pattern).","**Describing a Unique Cell Design**

I need to create a description of a specific target. The top-right cell has a blue outline triangle filled with vertical gray stripes inside. It's important that I avoid mentioning any spatial aspects to keep the focus on the design itself. I want to ensure that my description is unique, highlighting the features without relying on positioning. This will help create a more vivid image for whoever is looking for this reference."
exp2_009.jpeg,cond4,present,present,2,"circle, circular",red,"wavy, zigzag","1,1",Select the circle with a **red outline** and a **gray-and-white wavy (zigzag) pattern** inside (not the one with gray polka dots and a black outline).,"**Describing the badge**

I need to describe a target object, which is a circular badge featuring a red border and a wavy gray pattern. I want to compare it to another visible dot circle, but I'll avoid any spatial references. I think it's important to focus on the distinct features that make this badge stand out, like the vibrant color and the unique pattern. This should help give a clear mental picture without getting too caught up in where things are placed."
exp2_010.jpeg,cond3,present,absent,3,square,red,stripe,"3,2","Select the square tile that shows **vertical gray-and-white stripes (like a barcode)**, framed by a **thick pink/red border**.","**Describing a design element**

I need to create a description for a target that features grey vertical stripes on a rectangular shape with a pink border. It's a square composed of alternating grey and white vertical bars, and it has a thick reddish border. I want to ensure that the description is concise and avoids using terms like ""polka dot"" or ""curtain."" Focusing on these specific details will help clarify the design for anyone reading the description!"
