image_file,condition,occlusion,distractor,non_target,target_shape,target_color,target_texture,target_location,speaker_answer,speaker_thought,target_shape_list,target_texture_list,contain_shape,contain_color,contain_texture
exp2_001.jpeg,cond2,absent,present,2,"triangle, triangular",black,stripe,"3,3",select the **triangle** with a **thick black outline** that’s filled with **vertical gray stripes** (not the wavy-pattern triangle and not the star).,"**Describing target shapes**

I'm focusing on providing clear instructions for a game. I need to describe the target object without referencing spatial features. So, the shapes include a triangle with wavy fill on the middle left, a star with wavy fill on the middle right, and my target shape: a triangle with vertical gray stripes located at the bottom right. I need to highlight that it's the only vertically striped shape and emphasize it's a triangle, not a star.","['triangle', 'triangular']",['stripe'],True,True,True
exp2_002.jpeg,cond4,present,present,4,square,blue,checker,"3,2","select the square image that looks like a **gray-and-white checkerboard pattern**, surrounded by a **thick blue border/frame**.","**Describing visual elements**

I need to specify the target as a dashed red box surrounding gray-and-white checkerboard squares framed in blue. I have to avoid using any spatial terms, so I'll ensure to focus on the description itself. It's important to differentiate this from the wavy pattern in the green frame, along with the star and curtains. This clarity will help the user understand the specific visual features I’m describing!",['square'],['checker'],True,True,True
exp2_003.jpeg,cond3,present,absent,4,"circle, circular",red,"wavy, zigzag","1,3","select the **round circle** icon: it has a **reddish border** and the inside is filled with **gray/white wavy zigzag lines** (the only non-star, non-curtain object).","**Describing the game target**

I need to provide a clear description of the target for my partner. The grid I’m considering is 3x3, and there are visible items like a red curtain in the top-left and bottom-middle, and various stars. The target is the only circular object, distinguished by its red ring and gray wavy pattern. I should avoid using spatial terms, instead focusing on highlighting how it contrasts with the stars and curtains.","['circle', 'circular']","['wavy', 'zigzag']",True,True,True
exp2_004.jpeg,cond1,absent,absent,3,square,blue,checker,"3,3",select the **square** with a **blue border** that’s filled with a **gray-and-white checkerboard (chessboard) pattern**.,"**Describing target object**

I need to describe the target object for a reference game. It's a checkered square with a blue border. There are other objects like a triangle with polka dots and stars in different designs, but I want to focus on the square. I need to give a clear and distinctive description. So, I’ll say it's a square outline in blue, filled with a grey-white checker pattern, and clarify that it’s neither a star nor a triangle.",['square'],['checker'],True,True,True
exp2_005.jpeg,cond2,absent,present,3,square,blue,"wavy, zigzag","2,3",select the **square with a thick blue border** that’s filled with **horizontal wavy gray-and-white stripes** (a ripple/wave pattern).,"**Describing target object**

I need to describe a target object without referring to its location. It's a square with a blue border, filled with a pattern of wavy gray and white horizontal lines. To distinguish it from others, I’ll mention that there's also a triangle with a checkered pattern, a square with a red border and checkered design, and a star with stripes. So, I’d say it’s a ""blue-bordered square filled with wavy gray-and-white stripes."" It's important to clarify that it’s a square, not a star.",['square'],"['wavy', 'zigzag']",True,True,True
exp2_006.jpeg,cond2,absent,present,4,"circle, circular",black,checker,"2,1",select the **circle with a thick black outline** that’s filled with a **gray-and-white checkerboard (square) pattern**.,"**Describing patterns clearly**

I need to describe a specific pattern: a circle with a black outline and a gray-white checkerboard fill. It’s important to highlight the details, like the black border and the contrasting fill. There’s also another circle that has a red border and a wavy fill, so I want to be sure I mention the black-outlined circle with the checkerboard clearly. This should help anyone visualize the pattern accurately without any confusion around spatial aspects.","['circle', 'circular']",['checker'],True,True,True
exp2_007.jpeg,cond4,present,present,3,"circle, circular",red,stripe,"1,3",select the circle filled with vertical gray stripes that has a **red outline** (not the similar striped circle with a blue outline).,"**Describing target object**

I need to refer to the object in the dashed red box. It’s in the bottom left cell and looks like a circle with a red outline, featuring vertical gray stripes on a white background. There’s a similar circle with a blue outline in the bottom right. I should avoid using spatial terms and focus on its attributes—specifically, the red-bordered striped circle and the fact it isn’t hidden behind a curtain. I’ll instruct selection of the object with the red ring and vertical gray stripes.","['circle', 'circular']",['stripe'],True,True,True
exp2_008.jpeg,cond1,absent,absent,4,"triangle, triangular",blue,stripe,"3,1",select the **blue-outlined triangle** that has **vertical gray stripes/bars inside** (an isosceles triangle with a striped interior).,"**Describing target object**

I need to clearly describe the target object, which is a dashed red box surrounding a cell in the top right corner. Inside, there’s a triangle with a blue outline, and it’s filled with vertical gray stripes. It looks likely like an isosceles triangle, so I should emphasize that in my communication. I'll make sure to describe these unique features without causing any confusion. I'll also think about how to provide clear instructions for anyone referencing this description.","['triangle', 'triangular']",['stripe'],True,True,True
exp2_009.jpeg,cond4,present,present,2,"circle, circular",red,"wavy, zigzag","1,1",select the circle with a **red outline** that’s filled with **gray wavy zigzag/water-like stripes** (not the polka-dotted one).,"**Describing target object**

I'm giving instructions to help the listener pick a target object, and I don't have to rely on absolute spatial terms. Instead, I can focus on intrinsic attributes. The target object is a circle that has a red border and a wavy gray and white pattern inside. There's also an alternative circle with a black border and gray polka dots, but my main focus here is on the wavy striped circle with the red outline. So, I'll provide a clear, concise description.","['circle', 'circular']","['wavy', 'zigzag']",True,True,True
exp2_010.jpeg,cond3,present,absent,3,square,red,stripe,"3,2",select the square icon that looks like **gray-and-white vertical stripes (like jail bars)** inside a **reddish frame**.,"**Crafting image description**

I need to create a clear description for targeting an image. The target tile has vertical grey stripes inside a red border. Other tiles feature polka dots, question mark curtains, or are blank. I want to avoid mentioning their absolute positions since layouts can vary. I can describe the target tile as a square resembling jail bars, emphasizing its red frame. So, the concise instruction could be: select the image with grey-and-white vertical stripes within a red square border.",['square'],['stripe'],True,True,True
