image_file,condition,occlusion,distractor,non_target,target_shape,target_color,target_texture,target_location,speaker_answer,speaker_thought_summary
exp2_001.jpeg,cond2,absent,present,2,"triangle, triangular",black,stripe,"3,3",The target is the vertically striped triangle.,
exp2_002.jpeg,cond4,present,present,4,square,blue,checker,"3,2","Select the square containing a grey and white checkerboard pattern, which has a solid blue border.",
exp2_003.jpeg,cond3,present,absent,4,"circle, circular",red,"wavy, zigzag","1,3",Which one of these do you think is the target? It's a gray circle with white wavy lines inside.,
exp2_004.jpeg,cond1,absent,absent,3,square,blue,checker,"3,3",The target object is a blue-bordered square with a grey and white checkerboard pattern inside.,
exp2_005.jpeg,cond2,absent,present,3,square,blue,"wavy, zigzag","2,3",The target is the square with a blue border and grey wavy horizontal lines inside.,
exp2_006.jpeg,cond2,absent,present,4,"circle, circular",black,checker,"2,1",The target object is a circle with a thick black outline and a grey and white checkerboard pattern inside.,
exp2_007.jpeg,cond4,present,present,3,"circle, circular",red,stripe,"1,3",The object is a gray and white vertically striped circle with a red border.,
exp2_008.jpeg,cond1,absent,absent,4,"triangle, triangular",blue,stripe,"3,1",The target is the blue-outlined triangle containing vertical gray stripes.,
exp2_009.jpeg,cond4,present,present,2,"circle, circular",red,"wavy, zigzag","1,1",Pick the circle filled with a grey and white horizontal wavy pattern and outlined with a red border.,
exp2_010.jpeg,cond3,present,absent,3,square,red,stripe,"3,2",The target is the square containing gray vertical stripes within a red border.,
exp2_011.jpeg,cond4,present,present,2,square,black,"wavy, zigzag","1,3",The target is the square with horizontal grey and white wavy lines.,
exp2_012.jpeg,cond1,absent,absent,4,"triangle, triangular",black,"wavy, zigzag","2,3",Select the triangle with a wavy pattern and a thick black outline.,
exp2_013.jpeg,cond2,absent,present,2,square,red,dot,"3,2",The object to select is the square with a dotted pattern inside and a solid red border.,
exp2_014.jpeg,cond2,absent,present,4,star,red,checker,"3,2",The target object is the star with a red border and a grey checkered pattern inside.,
