image_file,condition,occlusion,distractor,non_target,target_shape,target_color,target_texture,target_location,speaker_answer,speaker_thought,target_shape_list,target_texture_list,contain_shape,contain_color,contain_texture
exp2_001.jpeg,cond2,absent,present,2,"triangle, triangular",black,stripe,"3,3",select the triangle that has vertical straight stripes inside it (not the one with wavy lines).,"**Clarifying descriptions**

I need to provide a clear description without using spatial terms like ""bottom right"" or row/column. So, I'll describe the first shape as a triangle with a thick outline and vertical stripes, specifying that the stripes are not wavy. Then, I'll mention that there's another triangle with wavy stripes and a star with wavy stripes too. To keep it simple, I’ll summarize with ""triangle with vertical stripes pattern inside (not the wavy one).""","['triangle', 'triangular']",['stripe'],True,False,True
exp2_002.jpeg,cond4,present,present,4,square,blue,checker,"3,2",select the visible grey checkerboard pattern (alternating light and dark squares) that has a blue border.,"**Describing the target pattern**

I need to provide a description for the target, which is a blue-bordered grey checkerboard pattern. I should avoid using spatial references like ""top right"" and instead focus on the content and relationships among visible objects. It’s essential not to rely on potentially differing arrangements, so I could say it’s ""the only checkerboard pattern."" Other elements include a star, wavy lines, and two curtains, but my description should focus on the grey and white checkerboard inside the blue border.",['square'],['checker'],True,True,True
exp2_003.jpeg,cond3,present,absent,4,"circle, circular",red,"wavy, zigzag","1,3",pick the gray circle with wavy white stripes and a red outline.,none,"['circle', 'circular']","['wavy', 'zigzag']",True,True,True
exp2_004.jpeg,cond1,absent,absent,3,square,blue,checker,"3,3",select the blue-outlined square with a gray checkerboard pattern inside.,"**Describing target objects**

I need to describe a specific target without using spatial references like ""bottom right."" It looks like we have a 3x3 grid with different objects. In the top center, there's a black-outlined triangle filled with gray polka dots. The bottom left features a green-outlined star with gray polka dots, and the bottom middle has a blue-outlined star with vertical gray stripes. The target is the blue square with a checkerboard pattern inside, and I should note that it's the only square among the triangle and stars.",['square'],['checker'],True,True,True
exp2_005.jpeg,cond2,absent,present,3,square,blue,"wavy, zigzag","2,3",select the blue-outlined square that’s filled with gray wavy lines (not the checkerboard one).,"**Selecting the target description**

I need to create a clear expression to help the user select a target shape without referring to spatial positions like ""bottom left."" In a 3x3 grid, the key shapes include a blue-outlined triangle and a red-outlined square with a checkerboard fill. The target is a blue-outlined square with a wavy fill, distinct from the checkerboard square. So, I can succinctly say, ""the blue-outlined square filled with gray wavy lines, compared to the red-bordered checkerboard square.""",['square'],"['wavy', 'zigzag']",True,True,True
exp2_006.jpeg,cond2,absent,present,4,"circle, circular",black,checker,"2,1",select the circle with a checkerboard pattern and a solid black outline.,"**Describing target objects**

I need to describe the target object in a unique way without using spatial terms like ""top left."" The grid has various shapes. The target is a circle with a checkerboard interior and a black border. I should confirm that other objects don’t share these attributes. There's a triangle and a star with checkerboard patterns but different borders, plus another circle with a wavy pattern. Therefore, ""checkerboard circle"" works as a concise description, and I’ll mention the black border for clarity.","['circle', 'circular']",['checker'],True,True,True
exp2_007.jpeg,cond4,present,present,3,"circle, circular",red,stripe,"1,3",pick the vertically striped circle with the red border (not the one with the blue border).,"**Describing target object**

I'm working on a description for a reference game, focusing on the target object inside a dashed red box. It's a circle with vertical gray stripes and a red/pink outline. I've noted another circle that has the same stripes but a blue outline. There are two curtains with question marks, which may hide unknown objects. I need to give a unique description avoiding spatial references, but I'm unsure about what's behind the curtains, as they might share properties with the target.","['circle', 'circular']",['stripe'],True,True,True
exp2_008.jpeg,cond1,absent,absent,4,"triangle, triangular",blue,stripe,"3,1",pick the blue-outlined triangle with gray vertical stripes inside.,"**Describing a target shape**

I need to describe the target shape, which is a blue triangle with vertical gray stripes inside and a blue outline. There’s no outer colored square to consider. I should also compare it to other shapes, like wavy squares with green and red borders, and a blue-outlined star with a wavy gray interior. It's key to clarify that the target is specifically the triangle with vertical stripes, so I’ll provide a concise description ensuring clarity.","['triangle', 'triangular']",['stripe'],True,True,True
exp2_009.jpeg,cond4,present,present,2,"circle, circular",red,"wavy, zigzag","1,1",pick the circle that has gray wavy lines inside it and a red outline (not the one with dots and a black outline).,"**Describing the target object**

I'm in a reference game where I need to describe a target object, specifically a dashed red square. I can't use spatial terms like ""top-left,"" as that could get confusing due to arrangement. Instead, I want to focus on visual characteristics. It looks like a gray circle with wavy white horizontal lines? I'll need to take a closer look at the image to ensure I'm accurate in my description!","['circle', 'circular']","['wavy', 'zigzag']",True,True,True
exp2_010.jpeg,cond3,present,absent,3,square,red,stripe,"3,2",pick the square image with vertical gray stripes and a red border (not the polka-dotted circle or any curtain).,none,['square'],['stripe'],True,True,True
exp2_011.jpeg,cond4,present,present,2,square,black,"wavy, zigzag","1,3",pick the picture with gray-and-white wavy horizontal lines in a dark square frame (not the one with straight vertical stripes).,"**Clarifying image descriptions**

I'm considering how to describe images without using spatial terms. If someone doesn't see curtains, they'll see all images, but I need to avoid assuming there’s only one option with wavy lines. I can phrase it simply, like “Select the image with gray wavy horizontal lines, not straight vertical stripes.” I'll make sure to keep it concise and clear while avoiding any spatial references like top, bottom, or center.",['square'],"['wavy', 'zigzag']",True,False,True
exp2_012.jpeg,cond1,absent,absent,4,"triangle, triangular",black,"wavy, zigzag","2,3",pick the triangle with the wavy gray pattern inside (not the star).,"**Generating a referring expression**

I need to create a clear reference for a dashed red box around a wavy-filled triangle that has a black outline. Other nearby shapes include polka dot circles and a striped circle with red borders, but I want to focus on the triangle. It’s unique, even though the star has a similar wavy pattern. I’ll phrase it as ""Select the wavy-patterned triangle, not the star,"" for clarity and to avoid confusion.","['triangle', 'triangular']","['wavy', 'zigzag']",True,False,True
exp2_013.jpeg,cond2,absent,present,2,square,red,dot,"3,2","pick the square with gray polka dots inside a thin red border (the only polka‑dot shape, not a checkerboard).","**Crafting a description**

I need to create a clear utterance so that the listener can identify the target object, which is a dotted square with a pink border. I realize the target is actually inside a dashed red box, with the object being grey polka dots within a light red square border. There are other objects like a red-circled checkerboard and a black-framed checkerboard square. I want to avoid spatial descriptions and keep it minimal but unambiguous, like saying ""the pink square full of gray dots.""",['square'],['dot'],True,True,True
exp2_014.jpeg,cond2,absent,present,4,star,red,checker,"3,2",select the star with a red outline and a grey checkerboard pattern inside.,none,['star'],['checker'],True,True,True
exp2_015.jpeg,cond4,present,present,2,"triangle, triangular",green,dot,"3,2",pick the green-outlined triangle that has a gray polka-dot pattern inside.,"**Explaining object selection**

I need to figure out how to describe the target object so the listener can recognize it without using spatial terms like ""top left."" Instead, I’ll focus on visible attributes like shape, color, and pattern. For example, there’s a green triangle with a dotted fill versus a blue triangle with a checkerboard pattern. I can't assume anything about hidden objects behind curtains. I'll have to describe what’s visible and avoid relative location terms that might not be allowed.","['triangle', 'triangular']",['dot'],True,True,True
exp2_016.jpeg,cond1,absent,absent,2,square,green,dot,"2,3",pick the green-outlined square with the gray polka-dot pattern.,"**Describing shapes clearly**

I need to refer to specific shapes without using spatial terms like left or right. I’ve got a square with a green border and a grey polka-dot background as my main focus. There are also circles with blue and red borders, each having their own fill patterns. I’ll describe the square as “the only square with a green outline and grey polka-dot pattern.” I’m aiming for clarity without unnecessary complexity!",['square'],['dot'],True,True,True
exp2_017.jpeg,cond3,present,absent,4,star,green,stripe,"2,3",select the green-outlined star that has vertical gray stripes inside.,"**Evaluating object description**

I need to capture the target object with a unique description while being careful about what might be hidden. I'll describe it as a ""green star outline with vertical grey stripes inside."" It's important to avoid spatial cues since arrangements can vary, and I should know what others in the scene look like. I'll also mention a blue circle with matching stripes, a black-and-white wavy rectangle, and a dotted rectangle to provide context. Overall, clarity is key!",['star'],['stripe'],True,True,True
exp2_018.jpeg,cond3,present,absent,3,star,blue,dot,"1,1",pick the blue-outlined star filled with gray polka dots.,"**Describing objects clearly**

I need to focus on the target object, which is the dashed red box around the blue-outlined grey polka-dot star. There’s also a blue-outlined grey wavy square, plus two hidden curtains, but I can’t use spatial terms. I want a unique description that doesn't rely on what’s hidden. So, I’ll say ""the blue-outlined star with gray polka dots"" when contrasting it with the wavy square. That should work!",['star'],['dot'],True,True,True
