image_file,condition,occlusion,distractor,non_target,target_shape,target_color,target_texture,target_location,speaker_answer,speaker_thought
exp2_001.jpeg,cond2,absent,present,2,"triangle, triangular",black,stripe,"3,3",Select the triangle with vertical stripes (not the wavy-patterned one).,"**Choosing a clear description**

I need to provide a clear referring expression for a triangle with vertical stripes and a black outline. There's also another triangle with a wavy pattern, plus a star that has a wavy pattern as well. To distinguish them, I think I'll describe it as ""the vertically striped triangle"" to keep things concise and avoid using spatial language. That should help in selecting the target more effectively!"
exp2_002.jpeg,cond4,present,present,4,square,blue,checker,"3,2",Select the square with the gray-and-white checkerboard pattern (a grid of alternating light and dark squares).,none
exp2_003.jpeg,cond3,present,absent,4,"circle, circular",red,"wavy, zigzag","1,3",Pick the grey circle with wavy stripes and a red border.,"**Describing visual targets**

I need to describe a target that includes a circle with grey wavy stripes and a pink-red outline. There are also two stars: one has a blue outline with a checkerboard interior, and the other has a black outline with a polka dot interior. I want to avoid using spatial terms like ""bottom left"" and focus on identifying the visible shapes uniquely. The phrase ""the grey wavy circle with a red border"" seems minimal and effective."
exp2_004.jpeg,cond1,absent,absent,3,square,blue,checker,"3,3",Pick the blue-outlined square with the gray-and-white checkerboard pattern.,"**Referring to the target shape**

I need to describe the target, which is a checkered square with a blue border, without using spatial terms like ""bottom right."" I can refer to its shape, border color, and fill pattern while comparing it to other objects like a dotted triangle and stars with different borders. A good way to phrase it could be: “Select the only square with a blue border and a grey-and-white checkerboard pattern.” That should keep it clear and concise!"
exp2_005.jpeg,cond2,absent,present,3,square,blue,"wavy, zigzag","2,3",Select the blue-outlined square that has a gray wavy pattern inside.,"**Describing the target shape**

I need to clearly describe the target, which is a blue-outlined square with gray wavy lines. I want to ensure I focus on unique attributes without emphasizing its position. There are other objects, like a blue-outlined triangle with a checkerboard, a red-outline square also with a checkerboard, and a blue-outline star with vertical stripes. So, I’ll be careful to highlight aspects like shape, outline color, and fill pattern when describing!"
exp2_006.jpeg,cond2,absent,present,4,"circle, circular",black,checker,"2,1",Pick the circle with a black outline and a gray-and-white checkerboard pattern inside.,"**Crafting a clear description**

I need to provide a description that helps the listener pick the target object. I can't use vague spatial terms like ""top left"" since arrangements might differ. It seems I have a 3x3 grid with some empty cells and specific objects to describe. The target is a circle with a checkerboard inside and a black outline. I need a unique description, like “the only circle with a checkerboard pattern” to distinguish it from the others."
exp2_007.jpeg,cond4,present,present,3,"circle, circular",red,stripe,"1,3",Pick the vertically striped gray circle with the red outline (not the blue-outlined one,"**Describing visual features**

I'm working on describing some intrinsic visual features. There's a circle with vertical gray stripes and a red border, compared to another with the same stripes but a blue border. The unique property here is that striped circle with the red outline. I also want to clarify that it's not hidden behind a curtain. So, my final message for the user would be: ""Choose the vertically striped circle with the red border (not the blue-bordered one or anything behind a curtain)."""
exp2_008.jpeg,cond1,absent,absent,4,"triangle, triangular",blue,stripe,"3,1",Select the blue-outlined triangle that has vertical grey stripes inside (the only striped triangle).,"**Describing a target object**

I need to make sure the listener can identify the target object, which is the blue-outlined triangle with vertical stripes. Relying solely on spatial references isn't enough since there are hidden objects. I’ll focus on unique attributes to ensure clarity, like the triangle's color and shape. I'll phrase it as “the blue-outlined triangle with grey vertical stripes inside.” That should provide a clear and concise description without mentioning any curtains since there's nothing there."
exp2_009.jpeg,cond4,present,present,2,"circle, circular",red,"wavy, zigzag","1,1",Pick the circle filled with gray wavy,"**Describing objects effectively**

I need to create a referring expression for the target object, which is a grid. The visible items include a top-left circle with a wavy gray pattern inside a red border and a bottom-right circle with polka dots. Since some objects are hidden behind curtains, I can't rely on spatial descriptions like ""top-left."" Instead, I must focus on unique visual properties. The gray wavy striped circle contrasts with the dotted gray circle, keeping in mind that hidden ones might not be distinct."
exp2_010.jpeg,cond3,present,absent,3,square,red,stripe,"3,2",Pick the square picture with vertical gray stripes inside a red border.,"**Crafting a description**

I need to accurately describe the target object to the listener so they can select it. The grid has some unknown curtains and a circle with gray polka dots within a red border. The target object is a square with vertical gray stripes that look like a barcode, surrounded by a red frame. I want to avoid using spatial locatives like ""bottom right."" So my description will be: ""the square with vertical gray and white stripes and a red frame,"" keeping it minimal and clear."
exp2_011.jpeg,cond4,present,present,2,square,black,"wavy, zigzag","1,3","Pick the square that has gray and white wavy lines across it (like ripples), not the one with straight vertical stripes.","**Clarifying visual cues**

I need to create a clear expression to help the listener identify a specific target, which is the grey-and-white wavy patterned box. There's also a grey vertical stripes pattern nearby. I can't reference locations like ""bottom left"" or ""top right"" since there are unknown elements like curtains that could hide similar patterns. So, I’ll focus on describing the unique aspect of the patterns, ultimately suggesting: ""Choose the grey square with white wavy lines over the one with straight vertical stripes."""
exp2_012.jpeg,cond1,absent,absent,4,"triangle, triangular",black,"wavy, zigzag","2,3",Select the gray triangle with black outline that has a wavy pattern inside.,"**Crafting a unique description**

I’m working on describing a target so the listener can identify it easily, but I need to avoid spatial words. The target has a black outline with wavy-filled triangles, while other options include circular patterns and a star with a similar wavy design. To distinguish it, I could say it's ""the only wavy triangle."" So, maybe I'll go with ""triangle with a black outline and gray wavy stripes inside."" Conciseness is key here!"
exp2_013.jpeg,cond2,absent,present,2,square,red,dot,"3,2",Pick the square with the gray polka‑dot pattern and a thin light‑red frame (not the checkerboard ones).,"**Describing a visual target**

I'm examining a grid layout, specifically a 3x4 setup. I notice a circular checkerboard with a red border, a square polka-dotted grey shape framed in light red, and a square checkerboard with a thick black border at the bottom. I need to describe the target without using spatial references, focusing instead on shapes, patterns, and border colors. The instruction will be to “Choose the only polka-dotted square with a thin red border.”"
exp2_014.jpeg,cond2,absent,present,4,star,red,checker,"3,2",Select the star with a red outline and a gray checkerboard pattern inside.,none
exp2_015.jpeg,cond4,present,present,2,"triangle, triangular",green,dot,"3,2",Pick the triangle with a green outline and gray polka dots inside.,none
exp2_016.jpeg,cond1,absent,absent,2,square,green,dot,"2,3","Select the green-outlined square with gray polka dots (the only square, not a circle).",none
exp2_017.jpeg,cond3,present,absent,4,star,green,stripe,"2,3",Select the green star with vertical gray stripes inside.,"**Describing visible objects**

I'm thinking about the attributes we can see in objects. Among them, there's only a star shape with a green outline, and it's not rectangular, except for circles. It has vertical stripes similar to the circle, but with a different shape and border color. So, I’ll phrase it as ""the striped green star-shaped object"" to keep it straightforward. No need for any spatial references; the description should be clear on its own!"
exp2_018.jpeg,cond3,present,absent,3,star,blue,dot,"1,1",Select the blue-outlined star that is filled with gray polka dots.,"**Describing visual objects**

I need to provide a clear description of a target object, specifically a dashed red box, so the listener can identify it. However, since the board can be permuted, I can't use spatial language, relying instead on visible properties. For example, I would describe it as a ""five-pointed hollow star with a blue outline and filled with small gray polka dots"" against a white background. I have to uniquely identify this among four cells while considering potential ambiguity with hidden objects. So, I need to consider which attributes are unlikely to overlap."
exp2_019.jpeg,cond4,present,present,3,"triangle, triangular",red,dot,"2,1",Select the triangle with a red outline and a gray dotted pattern inside (not the blue-outlined triangle with wavy stripes).,"**Communicating shapes clearly**

I need to be precise when describing a target in a reference game. I'll choose descriptions that uniquely identify it, accounting for the arrangement of different shapes and avoiding vague spatial mentions. In this case, I have a 3x3 grid with visible shapes—a grey polka-dotted triangle with a red outline as my target. I'll communicate this as ""the triangle with a red border and dotted interior,"" to avoid confusion with any similar shapes behind the curtains."
exp2_020.jpeg,cond4,present,present,3,"triangle, triangular",black,dot,"1,1",Pick the triangle that has a dotted (polka‑dot) pattern inside.,"**Describing visual objects**

I'm examining a 3x3 grid where I can identify some shapes. In the first row, the leftmost shape is a triangle outline with a dotted fill and a black border, next to a wavy square. The second row has a curtain, and the third has a striped triangle, again with a curtain in the middle. I need to describe these without using spatial language while ensuring clarity in distinguishing them from potentially hidden objects. I'll focus on specific properties, like saying, ""Choose the triangle with small gray dots inside."""
exp2_021.jpeg,cond1,absent,absent,3,"triangle, triangular",red,stripe,"1,2",Select the gray-and-white vertically striped triangle with a red outline.,"**Describing a target shape**

I'm tasked with describing a target shape uniquely without using spatial terms. The target is a red-outlined triangle with vertical gray and white stripes, located in the middle-left of a 3x3 grid. I need to make it clear there's also a red-outlined star with similar stripes to avoid confusion. Therefore, I'll refer to it specifically as the ""striped red-outlined triangle."" This concise description should help identify it accurately among all other shapes in the grid."
exp2_022.jpeg,cond1,absent,absent,4,square,black,stripe,"3,1",Select the gray vertically striped square with the thick black outline.,"**Defining shapes and colors**

I need to describe a target with a dashed red box around a square featuring vertical stripes and a thick black border. There are also other shapes to consider, like a star with a red outline and a checkerboard fill, and circles with vertical stripes and different outlines. I should avoid using spatial terms and focus on a clear description, emphasizing the striped square and its border while distinguishing it from the circles and stars."
exp2_023.jpeg,cond2,absent,present,4,"circle, circular",green,dot,"3,2",Pick the green-outlined circle with a gray polka-dot fill.,"**Describing target shape**

I need to describe the target in a clear way. It's a green-outlined circle filled with gray polka dots. I have to make sure to distinguish it from other shapes: the only star has a green outline with polka dots, and there's also a blue circle that has a checkered pattern, not polka dots. So I’ll just keep it succinct and focus on the unique features of the target shape."
exp2_024.jpeg,cond2,absent,present,2,"triangle, triangular",green,stripe,"1,2",Select the green-outlined triangle that has vertical gray stripes inside.,"**Describing target objects**

I need to find a referring expression for the target object in the dashed red box. I can't rely on spatial descriptions like ""bottom left"" or ""second row."" Instead, I'll use properties to describe it: it's a green-outlined triangle with vertical gray stripes inside. I should differentiate it from others, such as a green circle with wavy stripes and a black-outlined triangle with dots. A concise option might be ""the green triangle with vertical stripes."""
exp2_025.jpeg,cond3,present,absent,2,star,blue,dot,"1,3",Select the blue-outlined star that is filled with gray polka dots.,"**Clarifying reference expressions**

I need to produce a referring expression for a target object in a reference game. I must avoid spatial descriptions like ""bottom left,"" as layouts can vary. Instead, I should mention intrinsic features. For instance, I might say: “Select the blue-outlined star filled with gray polka dots,” instead of using vague terms. It's important to be concise while ensuring clarity. Let’s make sure to communicate clearly!"
exp2_026.jpeg,cond4,present,present,2,star,black,checker,"1,1","Select the star whose inside is a grey checkerboard pattern instead of stripes, outlined in black.","**Describing the target object**

I need to create a referring expression for a target object in a 3x3 grid. The image shows star icons with various fill patterns. The target star in the top-left has a black outline and a checkerboard transparent fill, while the bottom-left shows a vertically striped star. To avoid using spatial terms, I'll use clear properties to ensure the receiver can identify it without confusion. So, I'll describe it precisely: ""the star with a transparent grey checker pattern fill, not vertical stripes, with a thick black outline."""
