image_file,condition,occlusion,distractor,non_target,target_shape,target_color,target_texture,target_location,speaker_answer,speaker_thought
exp2_001.jpeg,cond2,absent,present,2,"triangle, triangular",black,stripe,"3,3","Pick the triangle with straight vertical stripes inside (not the wavy-pattern triangle, and not the star).","**Describing target shapes**

I need to describe a target shape: it's a triangle with vertical stripes. There are also other shapes like a wavy triangle and a wavy star. So, I can describe it as a ""striped triangle with vertical stripes"" and clarify that it isn't wavy or a star. I want to avoid using any spatial terms to keep the description clear and straightforward. This way, it’s easier for someone to visualize it without confusion!"
exp2_002.jpeg,cond4,present,present,4,square,blue,checker,"3,2",Pick the gray checkerboard pattern that has a blue border.,"**Choosing patterns carefully**

I’m trying to pick out a gray checkerboard pattern with a blue border, making sure to avoid any references to spatial arrangements. It’s important to clearly distinguish this from a wavy gray pattern that has a green border and a star design that I'm not sure about. I need to focus on these details without getting lost in any unnecessary complexity. Let's keep it straightforward and organized!"
exp2_003.jpeg,cond3,present,absent,4,"circle, circular",red,"wavy, zigzag","1,3",Select the gray circle with wavy white stripes and a red outline.,"**Describing a design element**

I need to come up with a concise expression for the target design, which is a wavy gray circle with a red border. I want to ensure it stands out from the other elements, like the blue outlined star and the black outlined polka-dot star. I'll focus on the shape, pattern, and color while avoiding any spatial references. This way, I can create a clear and distinct description for the user."
exp2_004.jpeg,cond1,absent,absent,3,square,blue,checker,"3,3",Pick the blue-outlined square with a gray-and-white checkerboard pattern inside.,"**Considering target attributes**

I need to create a brief description to pick a target that is a blue-bordered gray checkerboard square. I should focus on highlighting its unique attributes. This might include the color contrast of the blue border against the gray checkerboard pattern, which could help in making it visually distinct. It's all about making the description clear and engaging to capture attention effectively. I'll keep things concise while ensuring those details stand out!"
exp2_005.jpeg,cond2,absent,present,3,square,blue,"wavy, zigzag","2,3",Select the blue-outlined square that has gray wavy lines inside.,"**Describing shapes distinctly**

I need a specific way to describe a wavy gray square with a blue border. Hmm, it seems like the border is blue, but there's also a top checkerboard square with a red border. The target box has a dashed red outline around the wavy gray square. I want to identify these objects without focusing on their positions. The shapes include a triangle checker with a blue border, a square checker with a red border, and a star striped with a blue border."
exp2_006.jpeg,cond2,absent,present,4,"circle, circular",black,checker,"2,1",Pick the gray checkerboard circle with the thick black outline.,"**Referring expression for shapes**

I need to create a referring expression for a specific target: the grey checkerboard circle with a black outline. I should avoid using spatial terms, focusing instead on its attributes. So, I’ll call it “the grey checkerboard-filled circle with a thick black outline.” This description helps identify it uniquely compared to other shapes, like the red wavy circle. I want to make sure it’s clear and specific for whatever context I’m using it in!"
exp2_007.jpeg,cond4,present,present,3,"circle, circular",red,stripe,"1,3",Select the striped circle with the red outline.,"**Finding concise descriptions**

I need to create a short and clear expression for a specific target: a grey vertical stripes circle with a red border, compared to another circle that has a blue border. There are also two curtains involved, but I'm not sure what they are. I want to avoid using spatial terms to keep it straightforward. Let's think about catchy phrases or identifiers that will differentiate these items without making it too complex!"
exp2_008.jpeg,cond1,absent,absent,4,"triangle, triangular",blue,stripe,"3,1",Select the blue-outlined triangle that has gray vertical stripes inside.,"**Describing a triangle**

I need to reference a blue triangle that has vertical stripes. I want to describe its color, which is blue, and make sure to note its shape as a triangle. The pattern of vertical stripes is important to mention, as well as the outline of the triangle. But I’ll steer clear of including any spatial details; it's all about the characteristics themselves. Let's make this clear and precise!"
exp2_009.jpeg,cond4,present,present,2,"circle, circular",red,"wavy, zigzag","1,1",Pick the gray circle filled with wavy lines and a red outline (not the one with dots).,"**Describing target objects**

I need to focus on the visible objects I’m selecting. There's a wavy gray circle with a red border as my target, and then a dotted gray circle with a black border. The curtains are a mystery to me, but I need a unique description that doesn’t involve spatial elements. So, let's cultivate that creative detail to make sure the description stands out without relying on how things are positioned. That’s the plan!"
exp2_010.jpeg,cond3,present,absent,3,square,red,stripe,"3,2",Select the gray-and-white vertical stripes inside a red square frame (not the dotted circle and not any hidden-behind-curtain image).,"**Clarifying descriptions**

I need a clear way to refer to a square that has vertical gray stripes within a red border, especially when distinguishing it from other shapes like a polka dot circle and two unknown curtains. I can't use spatial terms here, so I think I'll say ""the square with vertical gray and white stripes and a red border"" while avoiding mentions of the circle or the curtains. This way, it remains straightforward and focused on the square."
exp2_011.jpeg,cond4,present,present,2,square,black,"wavy, zigzag","1,3","Select the tile that has gray wavy lines, not straight vertical stripes.","**Generating distinguishing expression**

I need to create a referring expression for ""wavy grayscale"" compared to ""vertical stripes"" and ""two curtains."" The target is to emphasize the wavy pattern while avoiding spatial descriptions. I should focus on what makes it unique, considering that there might be unknown content behind the curtains. Since the hearer has no prior knowledge of what's behind them, I'll describe it as ""the one with wavy horizontal lines"" to clearly distinguish it from the others."
