image_file,condition,occlusion,distractor,non_target,target_shape,target_color,target_texture,target_location,speaker_answer,speaker_thought,target_shape_list,target_texture_list,contain_shape,contain_color,contain_texture
exp2_001.jpeg,cond2,absent,present,2,"triangle, triangular",black,stripe,"3,3",the striped triangle,none,"['triangle', 'triangular']",['stripe'],TRUE,FALSE,TRUE
exp2_002.jpeg,cond4,present,present,4,square,blue,checker,"3,2",pick the gray-and-white checkerboard pattern.,none,['square'],['checker'],FALSE,FALSE,TRUE
exp2_003.jpeg,cond3,present,absent,4,"circle, circular",red,"wavy, zigzag","1,3",pick the only circle with a wavy gray pattern inside and a red border.,none,"['circle', 'circular']","['wavy', 'zigzag']",TRUE,TRUE,TRUE
exp2_004.jpeg,cond1,absent,absent,3,square,blue,checker,"3,3",pick the blue-outlined square with a grey-and-white checkerboard pattern.,none,['square'],['checker'],TRUE,TRUE,TRUE
exp2_005.jpeg,cond2,absent,present,3,square,blue,"wavy, zigzag","2,3",pick the grey wavy square with the red border.,none,['square'],"['wavy', 'zigzag']",TRUE,FALSE,TRUE
exp2_006.jpeg,cond2,absent,present,4,"circle, circular",black,checker,"2,1",pick the grey checkered circle with a thick black outline.,none,"['circle', 'circular']",['checker'],TRUE,TRUE,TRUE
exp2_007.jpeg,cond4,present,present,3,"circle, circular",red,stripe,"1,3",pick the striped circle without a colored outline.,none,"['circle', 'circular']",['stripe'],TRUE,TRUE,TRUE
exp2_008.jpeg,cond1,absent,absent,4,"triangle, triangular",blue,stripe,"3,1",pick the only blue-outlined triangle with gray vertical stripes inside.,none,"['triangle', 'triangular']",['stripe'],TRUE,TRUE,TRUE
exp2_009.jpeg,cond4,present,present,2,"circle, circular",red,"wavy, zigzag","1,1",pick the circle with the gray wavy-line pattern.,none,"['circle', 'circular']","['wavy', 'zigzag']",TRUE,FALSE,TRUE
exp2_010.jpeg,cond3,present,absent,3,square,red,stripe,"3,2",pick the square image with vertical gray-and-white stripes inside a red border.,none,['square'],['stripe'],TRUE,TRUE,TRUE
exp2_011.jpeg,cond4,present,present,2,square,black,"wavy, zigzag","1,3",pick the picture with the wavy gray-and-white lines.,none,['square'],"['wavy', 'zigzag']",FALSE,FALSE,TRUE
exp2_012.jpeg,cond1,absent,absent,4,"triangle, triangular",black,"wavy, zigzag","2,3",pick the wavy triangle.,none,"['triangle', 'triangular']","['wavy', 'zigzag']",TRUE,FALSE,TRUE
exp2_013.jpeg,cond2,absent,present,2,square,red,dot,"3,2",select the **square with small gray polka dots and a thin red border** (not the checkerboards).,none,['square'],['dot'],TRUE,TRUE,TRUE
