image_file,condition,occlusion,distractor,non_target,target_shape,target_color,target_texture,target_location,speaker_answer,speaker_thought,target_shape_list,target_texture_list,contain_shape,contain_color,contain_texture,listener_answer,listener_thought,listener_answer_correct,listener_answer_note
exp2_001.jpeg,cond2,absent,present,2,"triangle, triangular",black,stripe,"3,3",pick the triangle with vertical stripes.,none,"['triangle', 'triangular']",['stripe'],TRUE,FALSE,TRUE,3 3,none,TRUE,
exp2_002.jpeg,cond4,present,present,4,square,blue,checker,"3,2",pick the gray checkerboard pattern with the blue border.,none,['square'],['checker'],FALSE,TRUE,TRUE,3 2,none,TRUE,
exp2_003.jpeg,cond3,present,absent,4,"circle, circular",red,"wavy, zigzag","1,3",select the wavy grey circle with the red outline.,none,"['circle', 'circular']","['wavy', 'zigzag']",TRUE,TRUE,TRUE,1 3,none,TRUE,
exp2_004.jpeg,cond1,absent,absent,3,square,blue,checker,"3,3",select the blue-framed square with a gray-and-white checkerboard pattern.,none,['square'],['checker'],TRUE,TRUE,TRUE,3 3,none,TRUE,
exp2_005.jpeg,cond2,absent,present,3,square,blue,"wavy, zigzag","2,3",pick the gray wavy square with the blue border.,none,['square'],"['wavy', 'zigzag']",TRUE,TRUE,TRUE,2 3,none,TRUE,
exp2_006.jpeg,cond2,absent,present,4,"circle, circular",black,checker,"2,1",pick the gray checkered circle with the thick black outline.,none,"['circle', 'circular']",['checker'],TRUE,TRUE,TRUE,2 1,none,TRUE,
exp2_007.jpeg,cond4,present,present,3,"circle, circular",red,stripe,"1,3",choose the striped circle with the red outline.,none,"['circle', 'circular']",['stripe'],TRUE,TRUE,TRUE,"1, 3",none,TRUE,
exp2_008.jpeg,cond1,absent,absent,4,"triangle, triangular",blue,stripe,"3,1",pick the only blue triangle with vertical gray stripes.,none,"['triangle', 'triangular']",['stripe'],TRUE,TRUE,TRUE,3 1,none,TRUE,
exp2_009.jpeg,cond4,present,present,2,"circle, circular",red,"wavy, zigzag","1,1",pick the circle with the grey wavy-line pattern inside a red border.,none,"['circle', 'circular']","['wavy', 'zigzag']",TRUE,TRUE,TRUE,1 1,none,TRUE,
exp2_010.jpeg,cond3,present,absent,3,square,red,stripe,"3,2",pick the square picture with vertical gray-and-white stripes inside a red border.,none,['square'],['stripe'],TRUE,TRUE,TRUE,"3, 2",none,TRUE,
exp2_011.jpeg,cond4,present,present,2,square,black,"wavy, zigzag","1,3","select the picture with the gray wavy lines, not the one with straight vertical stripes.",none,['square'],"['wavy', 'zigzag']",FALSE,FALSE,TRUE,1 3,none,TRUE,
exp2_012.jpeg,cond1,absent,absent,4,"triangle, triangular",black,"wavy, zigzag","2,3",pick the wavy triangle.,none,"['triangle', 'triangular']","['wavy', 'zigzag']",TRUE,FALSE,TRUE,"2, 3",none,TRUE,
exp2_013.jpeg,cond2,absent,present,2,square,red,dot,"3,2",pick the gray polka‐dot square (the only square filled with evenly spaced gray dots).,none,['square'],['dot'],TRUE,FALSE,TRUE,3 2,none,TRUE,
exp2_014.jpeg,cond2,absent,present,4,star,red,checker,"3,2",pick the red-outlined star.,none,['star'],['checker'],TRUE,TRUE,FALSE,3 2,none,TRUE,
exp2_015.jpeg,cond4,present,present,2,"triangle, triangular",green,dot,"3,2",pick the triangle with the green outline and the gray polka‑dot pattern inside.,none,"['triangle', 'triangular']",['dot'],TRUE,TRUE,TRUE,3 2,none,TRUE,
exp2_016.jpeg,cond1,absent,absent,2,square,green,dot,"2,3",the grey polka‑dot shape with the green square border,none,['square'],['dot'],TRUE,TRUE,TRUE,2 3,none,TRUE,
exp2_017.jpeg,cond3,present,absent,4,star,green,stripe,"2,3",pick the green star with vertical gray stripes.,none,['star'],['stripe'],TRUE,TRUE,TRUE,"2, 3",none,TRUE,
exp2_018.jpeg,cond3,present,absent,3,star,blue,dot,"1,1",pick the blue-outlined star with a grey polka-dot fill.,none,['star'],['dot'],TRUE,TRUE,TRUE,1 1,none,TRUE,
exp2_019.jpeg,cond4,present,present,3,"triangle, triangular",red,dot,"2,1",choose the light gray triangle with small dots and a red outline.,none,"['triangle', 'triangular']",['dot'],TRUE,TRUE,TRUE,2 1,none,TRUE,
exp2_020.jpeg,cond4,present,present,3,"triangle, triangular",black,dot,"1,1",select the triangle with the dotted interior pattern.,none,"['triangle', 'triangular']",['dot'],TRUE,FALSE,TRUE,1 1,none,TRUE,
exp2_021.jpeg,cond1,absent,absent,3,"triangle, triangular",red,stripe,"1,2",pick the gray vertically striped triangle with a red outline.,none,"['triangle', 'triangular']",['stripe'],TRUE,TRUE,TRUE,1 2,none,TRUE,
exp2_022.jpeg,cond1,absent,absent,4,square,black,stripe,"3,1",pick the gray-and-white striped square with a thick black outline.,none,['square'],['stripe'],TRUE,TRUE,TRUE,"3, 1",none,TRUE,
exp2_023.jpeg,cond2,absent,present,4,"circle, circular",green,dot,"3,2",pick the only green circle with a dotted interior.,none,"['circle', 'circular']",['dot'],TRUE,TRUE,TRUE,3 2,none,TRUE,
exp2_024.jpeg,cond2,absent,present,2,"triangle, triangular",green,stripe,"1,2",pick the green-outlined triangle with vertical gray stripes inside.,none,"['triangle', 'triangular']",['stripe'],TRUE,TRUE,TRUE,"1, 2",none,TRUE,
exp2_025.jpeg,cond3,present,absent,2,star,blue,dot,"1,3",pick the white star outlined in blue with grey polka dots.,none,['star'],['dot'],TRUE,TRUE,TRUE,1 3,none,TRUE,
exp2_026.jpeg,cond4,present,present,2,star,black,checker,"1,1",pick the star with the gray checkerboard fill inside.,none,['star'],['checker'],TRUE,FALSE,TRUE,1 1,none,TRUE,
exp2_027.jpeg,cond3,present,absent,2,star,blue,checker,"1,3",pick the blue outlined star with a grey checkerboard pattern inside.,none,['star'],['checker'],TRUE,TRUE,TRUE,1 3,none,TRUE,
exp2_028.jpeg,cond2,absent,present,3,"triangle, triangular",blue,dot,"1,1",pick the blue triangle with the dotted interior.,none,"['triangle', 'triangular']",['dot'],TRUE,TRUE,TRUE,1 1,none,TRUE,
exp2_029.jpeg,cond1,absent,absent,4,"circle, circular",red,"wavy, zigzag","1,3",pick the gray circle with the red outline that has the wavy pattern inside.,none,"['circle', 'circular']","['wavy', 'zigzag']",TRUE,TRUE,TRUE,"1, 3",none,TRUE,
exp2_030.jpeg,cond2,absent,present,3,"circle, circular",green,"wavy, zigzag","3,2",select the green-outlined circle with the wavy gray pattern inside.,none,"['circle', 'circular']","['wavy', 'zigzag']",TRUE,TRUE,TRUE,3 2,none,TRUE,
exp2_031.jpeg,cond3,present,absent,3,"circle, circular",green,checker,"2,1",pick the green-outlined circle with the gray checkerboard pattern inside.,none,"['circle', 'circular']",['checker'],TRUE,TRUE,TRUE,2 1,none,TRUE,
exp2_032.jpeg,cond3,present,absent,4,"triangle, triangular",red,stripe,"3,3",select the gray‑and‑white vertically striped triangle with the red outline.,none,"['triangle', 'triangular']",['stripe'],TRUE,TRUE,TRUE,3 3,none,TRUE,
exp2_033.jpeg,cond1,absent,absent,3,star,green,stripe,"3,3",pick the green-outlined star with vertical gray-and-white stripes.,none,['star'],['stripe'],TRUE,TRUE,TRUE,3 3,none,TRUE,
