image_file,condition,adj1,adj2,adj1not,adj2not,feature1,feature2,num_objs1,num_objs2,position,position_word,obj1shape,obj1color,obj1pattern,obj2shape,obj2color,obj2pattern,obj3shape,obj3color,obj3pattern,question_speaker,question_free_speaker,question_listener_1,question_listener_2,speaker_answer,answer1,answer2
cond2_001.jpeg,cond2,green,square,blue,circle,color,shape,3,2,1,leftmost,square,green,checked,square,green,checked,circle,green,checked,"Imagine you are talking to someone and you want to refer to the leftmost object. Which word would you use, 'green' or 'square'?",Imagine you are talking to someone and you want to refer to the leftmost object. What will you say?,Imagine someone is talking to you and uses the word 'green' to refer to one of the objects. Which object do you think they are talking about?,Imagine someone is talking to you and uses the word 'square' to refer to one of the objects. Which object do you think they are talking about?,"'Square': $70  
'Green': $30",30,70
cond2_002.jpeg,cond2,blue,striped,green,spotted,color,pattern,3,2,3,rightmost,triangle,blue,striped,triangle,blue,spotted,triangle,blue,striped,"Imagine you are talking to someone and you want to refer to the rightmost object. Which word would you use, 'blue' or 'striped'?",Imagine you are talking to someone and you want to refer to the rightmost object. What will you say?,Imagine someone is talking to you and uses the word 'blue' to refer to one of the objects. Which object do you think they are talking about?,Imagine someone is talking to you and uses the word 'striped' to refer to one of the objects. Which object do you think they are talking about?,"'Striped': $90  
'Blue': $10",10,90
cond2_003.jpeg,cond2,green,striped,blue,spotted,color,pattern,3,2,3,rightmost,triangle,green,striped,triangle,green,spotted,triangle,green,striped,"Imagine you are talking to someone and you want to refer to the rightmost object. Which word would you use, 'green' or 'striped'?",Imagine you are talking to someone and you want to refer to the rightmost object. What will you say?,Imagine someone is talking to you and uses the word 'green' to refer to one of the objects. Which object do you think they are talking about?,Imagine someone is talking to you and uses the word 'striped' to refer to one of the objects. Which object do you think they are talking about?,"$10 on 'green', $90 on 'striped'",10,90
cond2_004.jpeg,cond2,spotted,square,striped,circle,pattern,shape,3,2,2,middle,circle,red,spotted,square,red,spotted,square,red,spotted,"Imagine you are talking to someone and you want to refer to the middle object. Which word would you use, 'spotted' or 'square'?",Imagine you are talking to someone and you want to refer to the middle object. What will you say?,Imagine someone is talking to you and uses the word 'spotted' to refer to one of the objects. Which object do you think they are talking about?,Imagine someone is talking to you and uses the word 'square' to refer to one of the objects. Which object do you think they are talking about?,"'square': 100
'spotted': 0",0,100
cond2_005.jpeg,cond2,striped,square,spotted,circle,pattern,shape,3,2,3,rightmost,circle,red,striped,square,red,striped,square,red,striped,"Imagine you are talking to someone and you want to refer to the rightmost object. Which word would you use, 'striped' or 'square'?",Imagine you are talking to someone and you want to refer to the rightmost object. What will you say?,Imagine someone is talking to you and uses the word 'striped' to refer to one of the objects. Which object do you think they are talking about?,Imagine someone is talking to you and uses the word 'square' to refer to one of the objects. Which object do you think they are talking about?,"""Square"": 90, ""Striped"": 10",10,90
cond2_006.jpeg,cond2,striped,green,spotted,blue,pattern,color,3,2,2,middle,triangle,green,striped,triangle,green,striped,triangle,blue,striped,"Imagine you are talking to someone and you want to refer to the middle object. Which word would you use, 'striped' or 'green'?",Imagine you are talking to someone and you want to refer to the middle object. What will you say?,Imagine someone is talking to you and uses the word 'striped' to refer to one of the objects. Which object do you think they are talking about?,Imagine someone is talking to you and uses the word 'green' to refer to one of the objects. Which object do you think they are talking about?,"$10 on 'striped', $90 on 'green'",10,90
cond2_007.jpeg,cond2,striped,green,spotted,blue,pattern,color,3,2,2,middle,triangle,blue,striped,triangle,green,striped,triangle,green,striped,"Imagine you are talking to someone and you want to refer to the middle object. Which word would you use, 'striped' or 'green'?",Imagine you are talking to someone and you want to refer to the middle object. What will you say?,Imagine someone is talking to you and uses the word 'striped' to refer to one of the objects. Which object do you think they are talking about?,Imagine someone is talking to you and uses the word 'green' to refer to one of the objects. Which object do you think they are talking about?,"$striped: 0
$green: 100",0,100
cond2_008.jpeg,cond2,blue,circle,green,square,color,shape,3,2,3,rightmost,circle,blue,checked,square,blue,checked,circle,blue,checked,"Imagine you are talking to someone and you want to refer to the rightmost object. Which word would you use, 'blue' or 'circle'?",Imagine you are talking to someone and you want to refer to the rightmost object. What will you say?,Imagine someone is talking to you and uses the word 'blue' to refer to one of the objects. Which object do you think they are talking about?,Imagine someone is talking to you and uses the word 'circle' to refer to one of the objects. Which object do you think they are talking about?,"$blue: 50  
$circle: 50",50,50
cond2_009.jpeg,cond2,blue,square,green,circle,color,shape,3,2,2,middle,circle,blue,checked,square,blue,checked,square,blue,checked,"Imagine you are talking to someone and you want to refer to the middle object. Which word would you use, 'blue' or 'square'?",Imagine you are talking to someone and you want to refer to the middle object. What will you say?,Imagine someone is talking to you and uses the word 'blue' to refer to one of the objects. Which object do you think they are talking about?,Imagine someone is talking to you and uses the word 'square' to refer to one of the objects. Which object do you think they are talking about?,"'square': 100
'blue': 0",0,100
cond2_010.jpeg,cond2,blue,circle,green,square,color,shape,3,2,3,rightmost,circle,blue,checked,square,blue,checked,circle,blue,checked,"Imagine you are talking to someone and you want to refer to the rightmost object. Which word would you use, 'blue' or 'circle'?",Imagine you are talking to someone and you want to refer to the rightmost object. What will you say?,Imagine someone is talking to you and uses the word 'blue' to refer to one of the objects. Which object do you think they are talking about?,Imagine someone is talking to you and uses the word 'circle' to refer to one of the objects. Which object do you think they are talking about?,"'Circle': 70  
'Blue': 30",30,70
