image_file,condition,adj1,adj2,adj1not,adj2not,feature1,feature2,num_objs1,num_objs2,position,position_word,obj1shape,obj1color,obj1pattern,obj2shape,obj2color,obj2pattern,obj3shape,obj3color,obj3pattern,question_speaker,question_free_speaker,question_listener_1,question_listener_2,speaker_answer,answer1,answer2
cond3_001.jpeg,cond3,striped,circle,spotted,square,pattern,shape,3,1,2,middle,square,red,striped,circle,red,striped,square,red,striped,"Imagine you are talking to someone and you want to refer to the middle object. Which word would you use, 'striped' or 'circle'?","Imagine you are talking to someone and you want to refer to the leftmost object. 
Your job is to decide what utterance to use. The objects might be arranged differently for the other person, so please do not use degenerate spatial locations and the label. The target image is highlighted by a dashed red box that only you can see.
What will you say?",Imagine someone is talking to you and uses the word 'striped' to refer to one of the objects. Which object do you think they are talking about?,Imagine someone is talking to you and uses the word 'circle' to refer to one of the objects. Which object do you think they are talking about?,"striped: 1
circle: 99",1,99
cond3_002.jpeg,cond3,square,striped,circle,spotted,shape,pattern,3,1,3,rightmost,square,red,spotted,square,red,spotted,square,red,striped,"Imagine you are talking to someone and you want to refer to the rightmost object. Which word would you use, 'square' or 'striped'?","Imagine you are talking to someone and you want to refer to the leftmost object. 
Your job is to decide what utterance to use. The objects might be arranged differently for the other person, so please do not use degenerate spatial locations and the label. The target image is highlighted by a dashed red box that only you can see.
What will you say?",Imagine someone is talking to you and uses the word 'square' to refer to one of the objects. Which object do you think they are talking about?,Imagine someone is talking to you and uses the word 'striped' to refer to one of the objects. Which object do you think they are talking about?,"striped: 99
square: 1",1,99
cond3_003.jpeg,cond3,square,green,circle,blue,shape,color,3,1,2,middle,square,blue,checked,square,green,checked,square,blue,checked,"Imagine you are talking to someone and you want to refer to the middle object. Which word would you use, 'square' or 'green'?","Imagine you are talking to someone and you want to refer to the leftmost object. 
Your job is to decide what utterance to use. The objects might be arranged differently for the other person, so please do not use degenerate spatial locations and the label. The target image is highlighted by a dashed red box that only you can see.
What will you say?",Imagine someone is talking to you and uses the word 'square' to refer to one of the objects. Which object do you think they are talking about?,Imagine someone is talking to you and uses the word 'green' to refer to one of the objects. Which object do you think they are talking about?,"square: 1
green: 99",1,99
cond3_004.jpeg,cond3,striped,green,spotted,blue,pattern,color,3,1,1,leftmost,triangle,green,striped,triangle,blue,striped,triangle,blue,striped,"Imagine you are talking to someone and you want to refer to the leftmost object. Which word would you use, 'striped' or 'green'?","Imagine you are talking to someone and you want to refer to the leftmost object. 
Your job is to decide what utterance to use. The objects might be arranged differently for the other person, so please do not use degenerate spatial locations and the label. The target image is highlighted by a dashed red box that only you can see.
What will you say?",Imagine someone is talking to you and uses the word 'striped' to refer to one of the objects. Which object do you think they are talking about?,Imagine someone is talking to you and uses the word 'green' to refer to one of the objects. Which object do you think they are talking about?,"striped: 1
green: 99",1,99
cond3_005.jpeg,cond3,blue,striped,green,spotted,color,pattern,3,1,1,leftmost,triangle,blue,striped,triangle,blue,spotted,triangle,blue,spotted,"Imagine you are talking to someone and you want to refer to the leftmost object. Which word would you use, 'blue' or 'striped'?","Imagine you are talking to someone and you want to refer to the leftmost object. 
Your job is to decide what utterance to use. The objects might be arranged differently for the other person, so please do not use degenerate spatial locations and the label. The target image is highlighted by a dashed red box that only you can see.
What will you say?",Imagine someone is talking to you and uses the word 'blue' to refer to one of the objects. Which object do you think they are talking about?,Imagine someone is talking to you and uses the word 'striped' to refer to one of the objects. Which object do you think they are talking about?,"striped: 100
blue: 0",0,100
cond3_006.jpeg,cond3,spotted,circle,striped,square,pattern,shape,3,1,2,middle,square,red,spotted,circle,red,spotted,square,red,spotted,"Imagine you are talking to someone and you want to refer to the middle object. Which word would you use, 'spotted' or 'circle'?","Imagine you are talking to someone and you want to refer to the leftmost object. 
Your job is to decide what utterance to use. The objects might be arranged differently for the other person, so please do not use degenerate spatial locations and the label. The target image is highlighted by a dashed red box that only you can see.
What will you say?",Imagine someone is talking to you and uses the word 'spotted' to refer to one of the objects. Which object do you think they are talking about?,Imagine someone is talking to you and uses the word 'circle' to refer to one of the objects. Which object do you think they are talking about?,"spotted: 1
circle: 99",1,99
cond3_007.jpeg,cond3,square,blue,circle,green,shape,color,3,1,1,leftmost,square,blue,checked,square,green,checked,square,green,checked,"Imagine you are talking to someone and you want to refer to the leftmost object. Which word would you use, 'square' or 'blue'?","Imagine you are talking to someone and you want to refer to the leftmost object. 
Your job is to decide what utterance to use. The objects might be arranged differently for the other person, so please do not use degenerate spatial locations and the label. The target image is highlighted by a dashed red box that only you can see.
What will you say?",Imagine someone is talking to you and uses the word 'square' to refer to one of the objects. Which object do you think they are talking about?,Imagine someone is talking to you and uses the word 'blue' to refer to one of the objects. Which object do you think they are talking about?,"square: 1
blue: 99",1,99
cond3_008.jpeg,cond3,square,striped,circle,spotted,shape,pattern,3,1,3,rightmost,square,red,spotted,square,red,spotted,square,red,striped,"Imagine you are talking to someone and you want to refer to the rightmost object. Which word would you use, 'square' or 'striped'?","Imagine you are talking to someone and you want to refer to the leftmost object. 
Your job is to decide what utterance to use. The objects might be arranged differently for the other person, so please do not use degenerate spatial locations and the label. The target image is highlighted by a dashed red box that only you can see.
What will you say?",Imagine someone is talking to you and uses the word 'square' to refer to one of the objects. Which object do you think they are talking about?,Imagine someone is talking to you and uses the word 'striped' to refer to one of the objects. Which object do you think they are talking about?,"striped: 99
square: 1",1,99
cond3_009.jpeg,cond3,blue,striped,green,spotted,color,pattern,3,1,3,rightmost,triangle,blue,spotted,triangle,blue,spotted,triangle,blue,striped,"Imagine you are talking to someone and you want to refer to the rightmost object. Which word would you use, 'blue' or 'striped'?","Imagine you are talking to someone and you want to refer to the leftmost object. 
Your job is to decide what utterance to use. The objects might be arranged differently for the other person, so please do not use degenerate spatial locations and the label. The target image is highlighted by a dashed red box that only you can see.
What will you say?",Imagine someone is talking to you and uses the word 'blue' to refer to one of the objects. Which object do you think they are talking about?,Imagine someone is talking to you and uses the word 'striped' to refer to one of the objects. Which object do you think they are talking about?,"striped: 100
blue: 0",0,100
cond3_010.jpeg,cond3,square,blue,circle,green,shape,color,3,1,2,middle,square,green,checked,square,blue,checked,square,green,checked,"Imagine you are talking to someone and you want to refer to the middle object. Which word would you use, 'square' or 'blue'?","Imagine you are talking to someone and you want to refer to the leftmost object. 
Your job is to decide what utterance to use. The objects might be arranged differently for the other person, so please do not use degenerate spatial locations and the label. The target image is highlighted by a dashed red box that only you can see.
What will you say?",Imagine someone is talking to you and uses the word 'square' to refer to one of the objects. Which object do you think they are talking about?,Imagine someone is talking to you and uses the word 'blue' to refer to one of the objects. Which object do you think they are talking about?,"- blue: 100
- square: 0",0,100
cond3_011.jpeg,cond3,square,green,circle,blue,shape,color,3,1,1,leftmost,square,green,checked,square,blue,checked,square,blue,checked,"Imagine you are talking to someone and you want to refer to the leftmost object. Which word would you use, 'square' or 'green'?","Imagine you are talking to someone and you want to refer to the leftmost object. 
Your job is to decide what utterance to use. The objects might be arranged differently for the other person, so please do not use degenerate spatial locations and the label. The target image is highlighted by a dashed red box that only you can see.
What will you say?",Imagine someone is talking to you and uses the word 'square' to refer to one of the objects. Which object do you think they are talking about?,Imagine someone is talking to you and uses the word 'green' to refer to one of the objects. Which object do you think they are talking about?,"square: 1
green: 99",1,99
cond3_012.jpeg,cond3,blue,striped,green,spotted,color,pattern,3,1,3,rightmost,triangle,blue,spotted,triangle,blue,spotted,triangle,blue,striped,"Imagine you are talking to someone and you want to refer to the rightmost object. Which word would you use, 'blue' or 'striped'?","Imagine you are talking to someone and you want to refer to the leftmost object. 
Your job is to decide what utterance to use. The objects might be arranged differently for the other person, so please do not use degenerate spatial locations and the label. The target image is highlighted by a dashed red box that only you can see.
What will you say?",Imagine someone is talking to you and uses the word 'blue' to refer to one of the objects. Which object do you think they are talking about?,Imagine someone is talking to you and uses the word 'striped' to refer to one of the objects. Which object do you think they are talking about?,"striped: 98
blue: 2",2,98
cond3_013.jpeg,cond3,circle,spotted,square,striped,shape,pattern,3,1,1,leftmost,circle,red,spotted,circle,red,striped,circle,red,striped,"Imagine you are talking to someone and you want to refer to the leftmost object. Which word would you use, 'circle' or 'spotted'?","Imagine you are talking to someone and you want to refer to the leftmost object. 
Your job is to decide what utterance to use. The objects might be arranged differently for the other person, so please do not use degenerate spatial locations and the label. The target image is highlighted by a dashed red box that only you can see.
What will you say?",Imagine someone is talking to you and uses the word 'circle' to refer to one of the objects. Which object do you think they are talking about?,Imagine someone is talking to you and uses the word 'spotted' to refer to one of the objects. Which object do you think they are talking about?,"```json
{
  ""circle"": 1,
  ""spotted"": 99
}
```",1,99
cond3_014.jpeg,cond3,circle,blue,square,green,shape,color,3,1,1,leftmost,circle,blue,checked,circle,green,checked,circle,green,checked,"Imagine you are talking to someone and you want to refer to the leftmost object. Which word would you use, 'circle' or 'blue'?","Imagine you are talking to someone and you want to refer to the leftmost object. 
Your job is to decide what utterance to use. The objects might be arranged differently for the other person, so please do not use degenerate spatial locations and the label. The target image is highlighted by a dashed red box that only you can see.
What will you say?",Imagine someone is talking to you and uses the word 'circle' to refer to one of the objects. Which object do you think they are talking about?,Imagine someone is talking to you and uses the word 'blue' to refer to one of the objects. Which object do you think they are talking about?,"circle: 0
blue: 100",0,100
cond3_015.jpeg,cond3,striped,square,spotted,circle,pattern,shape,3,1,3,rightmost,circle,red,striped,circle,red,striped,square,red,striped,"Imagine you are talking to someone and you want to refer to the rightmost object. Which word would you use, 'striped' or 'square'?","Imagine you are talking to someone and you want to refer to the leftmost object. 
Your job is to decide what utterance to use. The objects might be arranged differently for the other person, so please do not use degenerate spatial locations and the label. The target image is highlighted by a dashed red box that only you can see.
What will you say?",Imagine someone is talking to you and uses the word 'striped' to refer to one of the objects. Which object do you think they are talking about?,Imagine someone is talking to you and uses the word 'square' to refer to one of the objects. Which object do you think they are talking about?,"striped: 0
square: 100",0,100
cond3_016.jpeg,cond3,green,spotted,blue,striped,color,pattern,3,1,1,leftmost,triangle,green,spotted,triangle,green,striped,triangle,green,striped,"Imagine you are talking to someone and you want to refer to the leftmost object. Which word would you use, 'green' or 'spotted'?","Imagine you are talking to someone and you want to refer to the leftmost object. 
Your job is to decide what utterance to use. The objects might be arranged differently for the other person, so please do not use degenerate spatial locations and the label. The target image is highlighted by a dashed red box that only you can see.
What will you say?",Imagine someone is talking to you and uses the word 'green' to refer to one of the objects. Which object do you think they are talking about?,Imagine someone is talking to you and uses the word 'spotted' to refer to one of the objects. Which object do you think they are talking about?,"spotted: 99
green: 1",1,99
cond3_017.jpeg,cond3,striped,circle,spotted,square,pattern,shape,3,1,1,leftmost,circle,red,striped,square,red,striped,square,red,striped,"Imagine you are talking to someone and you want to refer to the leftmost object. Which word would you use, 'striped' or 'circle'?","Imagine you are talking to someone and you want to refer to the leftmost object. 
Your job is to decide what utterance to use. The objects might be arranged differently for the other person, so please do not use degenerate spatial locations and the label. The target image is highlighted by a dashed red box that only you can see.
What will you say?",Imagine someone is talking to you and uses the word 'striped' to refer to one of the objects. Which object do you think they are talking about?,Imagine someone is talking to you and uses the word 'circle' to refer to one of the objects. Which object do you think they are talking about?,"striped: 0
circle: 100",0,100
cond3_018.jpeg,cond3,blue,circle,green,square,color,shape,3,1,3,rightmost,square,blue,checked,square,blue,checked,circle,blue,checked,"Imagine you are talking to someone and you want to refer to the rightmost object. Which word would you use, 'blue' or 'circle'?","Imagine you are talking to someone and you want to refer to the leftmost object. 
Your job is to decide what utterance to use. The objects might be arranged differently for the other person, so please do not use degenerate spatial locations and the label. The target image is highlighted by a dashed red box that only you can see.
What will you say?",Imagine someone is talking to you and uses the word 'blue' to refer to one of the objects. Which object do you think they are talking about?,Imagine someone is talking to you and uses the word 'circle' to refer to one of the objects. Which object do you think they are talking about?,"circle: 99
blue: 1",1,99
cond3_019.jpeg,cond3,striped,square,spotted,circle,pattern,shape,3,1,3,rightmost,circle,red,striped,circle,red,striped,square,red,striped,"Imagine you are talking to someone and you want to refer to the rightmost object. Which word would you use, 'striped' or 'square'?","Imagine you are talking to someone and you want to refer to the leftmost object. 
Your job is to decide what utterance to use. The objects might be arranged differently for the other person, so please do not use degenerate spatial locations and the label. The target image is highlighted by a dashed red box that only you can see.
What will you say?",Imagine someone is talking to you and uses the word 'striped' to refer to one of the objects. Which object do you think they are talking about?,Imagine someone is talking to you and uses the word 'square' to refer to one of the objects. Which object do you think they are talking about?,"```json
{
  ""striped"": 0,
  ""square"": 100
}
```",0,100
cond3_020.jpeg,cond3,striped,green,spotted,blue,pattern,color,3,1,3,rightmost,triangle,blue,striped,triangle,blue,striped,triangle,green,striped,"Imagine you are talking to someone and you want to refer to the rightmost object. Which word would you use, 'striped' or 'green'?","Imagine you are talking to someone and you want to refer to the leftmost object. 
Your job is to decide what utterance to use. The objects might be arranged differently for the other person, so please do not use degenerate spatial locations and the label. The target image is highlighted by a dashed red box that only you can see.
What will you say?",Imagine someone is talking to you and uses the word 'striped' to refer to one of the objects. Which object do you think they are talking about?,Imagine someone is talking to you and uses the word 'green' to refer to one of the objects. Which object do you think they are talking about?,"green: 100
striped: 0",0,100
cond3_021.jpeg,cond3,square,blue,circle,green,shape,color,3,1,2,middle,square,green,checked,square,blue,checked,square,green,checked,"Imagine you are talking to someone and you want to refer to the middle object. Which word would you use, 'square' or 'blue'?","Imagine you are talking to someone and you want to refer to the leftmost object. 
Your job is to decide what utterance to use. The objects might be arranged differently for the other person, so please do not use degenerate spatial locations and the label. The target image is highlighted by a dashed red box that only you can see.
What will you say?",Imagine someone is talking to you and uses the word 'square' to refer to one of the objects. Which object do you think they are talking about?,Imagine someone is talking to you and uses the word 'blue' to refer to one of the objects. Which object do you think they are talking about?,"blue: 100
square: 0",0,100
cond3_022.jpeg,cond3,spotted,circle,striped,square,pattern,shape,3,1,1,leftmost,circle,red,spotted,square,red,spotted,square,red,spotted,"Imagine you are talking to someone and you want to refer to the leftmost object. Which word would you use, 'spotted' or 'circle'?","Imagine you are talking to someone and you want to refer to the leftmost object. 
Your job is to decide what utterance to use. The objects might be arranged differently for the other person, so please do not use degenerate spatial locations and the label. The target image is highlighted by a dashed red box that only you can see.
What will you say?",Imagine someone is talking to you and uses the word 'spotted' to refer to one of the objects. Which object do you think they are talking about?,Imagine someone is talking to you and uses the word 'circle' to refer to one of the objects. Which object do you think they are talking about?,"spotted: 1
circle: 99",1,99
cond3_023.jpeg,cond3,striped,circle,spotted,square,pattern,shape,3,1,3,rightmost,square,red,striped,square,red,striped,circle,red,striped,"Imagine you are talking to someone and you want to refer to the rightmost object. Which word would you use, 'striped' or 'circle'?","Imagine you are talking to someone and you want to refer to the leftmost object. 
Your job is to decide what utterance to use. The objects might be arranged differently for the other person, so please do not use degenerate spatial locations and the label. The target image is highlighted by a dashed red box that only you can see.
What will you say?",Imagine someone is talking to you and uses the word 'striped' to refer to one of the objects. Which object do you think they are talking about?,Imagine someone is talking to you and uses the word 'circle' to refer to one of the objects. Which object do you think they are talking about?,"```json
{
  ""striped"": 0,
  ""circle"": 100
}
```",0,100
cond3_024.jpeg,cond3,blue,spotted,green,striped,color,pattern,3,1,1,leftmost,triangle,blue,spotted,triangle,blue,striped,triangle,blue,striped,"Imagine you are talking to someone and you want to refer to the leftmost object. Which word would you use, 'blue' or 'spotted'?","Imagine you are talking to someone and you want to refer to the leftmost object. 
Your job is to decide what utterance to use. The objects might be arranged differently for the other person, so please do not use degenerate spatial locations and the label. The target image is highlighted by a dashed red box that only you can see.
What will you say?",Imagine someone is talking to you and uses the word 'blue' to refer to one of the objects. Which object do you think they are talking about?,Imagine someone is talking to you and uses the word 'spotted' to refer to one of the objects. Which object do you think they are talking about?,"spotted: 100
blue: 0",0,100
cond3_025.jpeg,cond3,green,square,blue,circle,color,shape,3,1,1,leftmost,square,green,checked,circle,green,checked,circle,green,checked,"Imagine you are talking to someone and you want to refer to the leftmost object. Which word would you use, 'green' or 'square'?","Imagine you are talking to someone and you want to refer to the leftmost object. 
Your job is to decide what utterance to use. The objects might be arranged differently for the other person, so please do not use degenerate spatial locations and the label. The target image is highlighted by a dashed red box that only you can see.
What will you say?",Imagine someone is talking to you and uses the word 'green' to refer to one of the objects. Which object do you think they are talking about?,Imagine someone is talking to you and uses the word 'square' to refer to one of the objects. Which object do you think they are talking about?,"```json
{
  ""green"": 1,
  ""square"": 99
}
```",1,99
cond3_026.jpeg,cond3,blue,circle,green,square,color,shape,3,1,2,middle,square,blue,checked,circle,blue,checked,square,blue,checked,"Imagine you are talking to someone and you want to refer to the middle object. Which word would you use, 'blue' or 'circle'?","Imagine you are talking to someone and you want to refer to the leftmost object. 
Your job is to decide what utterance to use. The objects might be arranged differently for the other person, so please do not use degenerate spatial locations and the label. The target image is highlighted by a dashed red box that only you can see.
What will you say?",Imagine someone is talking to you and uses the word 'blue' to refer to one of the objects. Which object do you think they are talking about?,Imagine someone is talking to you and uses the word 'circle' to refer to one of the objects. Which object do you think they are talking about?,"blue: $0
circle: $100",0,100
cond3_027.jpeg,cond3,square,spotted,circle,striped,shape,pattern,3,1,1,leftmost,square,red,spotted,square,red,striped,square,red,striped,"Imagine you are talking to someone and you want to refer to the leftmost object. Which word would you use, 'square' or 'spotted'?","Imagine you are talking to someone and you want to refer to the leftmost object. 
Your job is to decide what utterance to use. The objects might be arranged differently for the other person, so please do not use degenerate spatial locations and the label. The target image is highlighted by a dashed red box that only you can see.
What will you say?",Imagine someone is talking to you and uses the word 'square' to refer to one of the objects. Which object do you think they are talking about?,Imagine someone is talking to you and uses the word 'spotted' to refer to one of the objects. Which object do you think they are talking about?,"Spotted: 95
Square: 5",5,95
cond3_028.jpeg,cond3,blue,spotted,green,striped,color,pattern,3,1,2,middle,triangle,blue,striped,triangle,blue,spotted,triangle,blue,striped,"Imagine you are talking to someone and you want to refer to the middle object. Which word would you use, 'blue' or 'spotted'?","Imagine you are talking to someone and you want to refer to the leftmost object. 
Your job is to decide what utterance to use. The objects might be arranged differently for the other person, so please do not use degenerate spatial locations and the label. The target image is highlighted by a dashed red box that only you can see.
What will you say?",Imagine someone is talking to you and uses the word 'blue' to refer to one of the objects. Which object do you think they are talking about?,Imagine someone is talking to you and uses the word 'spotted' to refer to one of the objects. Which object do you think they are talking about?,"spotted: 100
blue: 0",0,100
cond3_029.jpeg,cond3,striped,blue,spotted,green,pattern,color,3,1,1,leftmost,triangle,blue,striped,triangle,green,striped,triangle,green,striped,"Imagine you are talking to someone and you want to refer to the leftmost object. Which word would you use, 'striped' or 'blue'?","Imagine you are talking to someone and you want to refer to the leftmost object. 
Your job is to decide what utterance to use. The objects might be arranged differently for the other person, so please do not use degenerate spatial locations and the label. The target image is highlighted by a dashed red box that only you can see.
What will you say?",Imagine someone is talking to you and uses the word 'striped' to refer to one of the objects. Which object do you think they are talking about?,Imagine someone is talking to you and uses the word 'blue' to refer to one of the objects. Which object do you think they are talking about?,"striped: 1
blue: 99",1,99
cond3_030.jpeg,cond3,square,blue,circle,green,shape,color,3,1,3,rightmost,square,green,checked,square,green,checked,square,blue,checked,"Imagine you are talking to someone and you want to refer to the rightmost object. Which word would you use, 'square' or 'blue'?","Imagine you are talking to someone and you want to refer to the leftmost object. 
Your job is to decide what utterance to use. The objects might be arranged differently for the other person, so please do not use degenerate spatial locations and the label. The target image is highlighted by a dashed red box that only you can see.
What will you say?",Imagine someone is talking to you and uses the word 'square' to refer to one of the objects. Which object do you think they are talking about?,Imagine someone is talking to you and uses the word 'blue' to refer to one of the objects. Which object do you think they are talking about?,"square: 1
blue: 99",1,99
cond3_031.jpeg,cond3,circle,striped,square,spotted,shape,pattern,3,1,3,rightmost,circle,red,spotted,circle,red,spotted,circle,red,striped,"Imagine you are talking to someone and you want to refer to the rightmost object. Which word would you use, 'circle' or 'striped'?","Imagine you are talking to someone and you want to refer to the leftmost object. 
Your job is to decide what utterance to use. The objects might be arranged differently for the other person, so please do not use degenerate spatial locations and the label. The target image is highlighted by a dashed red box that only you can see.
What will you say?",Imagine someone is talking to you and uses the word 'circle' to refer to one of the objects. Which object do you think they are talking about?,Imagine someone is talking to you and uses the word 'striped' to refer to one of the objects. Which object do you think they are talking about?,"striped: 100
circle: 0",0,100
cond3_032.jpeg,cond3,green,circle,blue,square,color,shape,3,1,3,rightmost,square,green,checked,square,green,checked,circle,green,checked,"Imagine you are talking to someone and you want to refer to the rightmost object. Which word would you use, 'green' or 'circle'?","Imagine you are talking to someone and you want to refer to the leftmost object. 
Your job is to decide what utterance to use. The objects might be arranged differently for the other person, so please do not use degenerate spatial locations and the label. The target image is highlighted by a dashed red box that only you can see.
What will you say?",Imagine someone is talking to you and uses the word 'green' to refer to one of the objects. Which object do you think they are talking about?,Imagine someone is talking to you and uses the word 'circle' to refer to one of the objects. Which object do you think they are talking about?,"circle: 100
green: 0",0,100
cond3_033.jpeg,cond3,circle,spotted,square,striped,shape,pattern,3,1,2,middle,circle,red,striped,circle,red,spotted,circle,red,striped,"Imagine you are talking to someone and you want to refer to the middle object. Which word would you use, 'circle' or 'spotted'?","Imagine you are talking to someone and you want to refer to the leftmost object. 
Your job is to decide what utterance to use. The objects might be arranged differently for the other person, so please do not use degenerate spatial locations and the label. The target image is highlighted by a dashed red box that only you can see.
What will you say?",Imagine someone is talking to you and uses the word 'circle' to refer to one of the objects. Which object do you think they are talking about?,Imagine someone is talking to you and uses the word 'spotted' to refer to one of the objects. Which object do you think they are talking about?,"- circle: 1
- spotted: 99",1,99
cond3_034.jpeg,cond3,spotted,square,striped,circle,pattern,shape,3,1,2,middle,circle,red,spotted,square,red,spotted,circle,red,spotted,"Imagine you are talking to someone and you want to refer to the middle object. Which word would you use, 'spotted' or 'square'?","Imagine you are talking to someone and you want to refer to the leftmost object. 
Your job is to decide what utterance to use. The objects might be arranged differently for the other person, so please do not use degenerate spatial locations and the label. The target image is highlighted by a dashed red box that only you can see.
What will you say?",Imagine someone is talking to you and uses the word 'spotted' to refer to one of the objects. Which object do you think they are talking about?,Imagine someone is talking to you and uses the word 'square' to refer to one of the objects. Which object do you think they are talking about?,"spotted: 0
square: 100",0,100
